State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Flow(%),Unemployment Rate(%),1 Bed Average,2 Bed Average,Highest Marginal Income Tax Rate (%),Median Home Price 2017
CO,Huerfano County,2032,93385,203,8365,293,14498,90,4.429,6.5,613,793,4.63,153456
MN,Big Stone County,2028,105405,96,4008,100,5123,4,0.197,3.8,601,697,9.85,104483
KS,Harper County,2022,97478,95,3787,105,3399,10,0.495,2.9,550,731,5.7,68839
UT,Beaver County,2020,111672,125,5549,161,6736,36,1.782,3.5,564,738,4.95,161460
MT,Blaine County,2017,85109,131,4874,105,3428,-26,-1.289,4.3,632,726,6.9,94014
FL,Liberty County,2014,96170,136,4350,141,4354,5,0.248,3.8,597,686,0.0,67559
ID,Bear Lake County,2011,107171,119,6313,134,6926,15,0.746,2.9,524,697,6.925,156396
SD,Kingsbury County,2010,120501,127,5715,79,3905,-48,-2.388,2.9,496,660,0.0,110575
NE,Polk County,2010,132657,127,5570,111,4585,-16,-0.796,2.3,494,653,6.84,106158
MI,Luce County,2008,98538,86,3532,100,4685,14,0.697,6.2,546,697,4.25,89886
WV,Calhoun County,2000,97943,83,2938,70,2304,-13,-0.65,10.4,504,644,6.5,82498
AR,Woodruff County,1993,87724,120,4304,103,3185,-17,-0.853,4.7,476,633,6.9,66386
GA,Randolph County,1984,79270,123,3698,119,3363,-4,-0.202,5.9,553,736,5.75,71633
GA,Talbot County,1982,84733,140,5462,179,6297,39,1.968,5.0,698,884,5.75,86427
SD,Hamlin County,1978,128388,147,6664,132,6859,-15,-0.758,3.1,542,721,0.0,122582
TX,Bailey County,1970,95476,168,11123,118,5051,-50,-2.538,4.4,553,697,0.0,73038
NE,Thayer County,1955,118949,87,3323,83,3114,-4,-0.205,2.2,510,653,6.84,71514
AR,Lafayette County,1947,89508,154,4780,137,4472,-17,-0.873,5.2,511,633,6.9,68679
PA,Cameron County,1930,91144,86,2684,66,2443,-20,-1.036,5.0,543,697,3.07,76958
WV,Gilmer County,1921,107858,116,4341,97,3467,-19,-0.989,6.3,554,648,6.5,94579
KS,Republic County,1915,92125,74,2158,75,3037,1,0.052,2.7,533,697,5.7,62440
ND,Dickey County,1913,106191,112,5299,90,4391,-22,-1.15,1.8,602,697,2.9,112388
ND,Benson County,1912,94684,111,2637,71,2329,-40,-2.092,3.9,607,697,2.9,70141
IL,Scott County,1907,113752,95,3316,108,3717,13,0.682,5.4,520,692,4.95,89395
CO,Ouray County,1906,143792,199,18002,281,25546,82,4.302,3.5,928,1200,4.63,469749
FL,Lafayette County,1899,87460,152,4843,138,5136,-14,-0.737,3.2,597,686,0.0,109784
TX,Carson County,1891,127186,174,9657,168,9136,-6,-0.317,2.8,665,869,0.0,112408
SD,Brule County,1888,119332,127,4481,89,3561,-38,-2.013,2.7,525,698,0.0,122269
KS,Rooks County,1884,69277,90,3266,77,2462,-13,-0.69,3.2,550,697,5.7,77818
IL,Alexander County,1881,79875,168,4822,101,2619,-67,-3.562,7.9,561,744,4.95,54352
TX,Floyd County,1879,94103,115,4912,133,5699,18,0.958,5.2,609,699,0.0,64983
TX,La Salle County,1873,169336,115,4989,118,6935,3,0.16,2.4,625,787,0.0,76046
MO,Reynolds County,1871,78360,106,2680,102,3571,-4,-0.214,3.1,482,641,5.4,94894
TX,San Saba County,1868,96207,112,4640,125,6532,13,0.696,3.0,524,697,0.0,104187
KY,Wolfe County,1865,72166,107,3560,111,3710,4,0.214,7.7,473,629,5.0,69260
IL,Pulaski County,1862,84350,134,4615,91,2789,-43,-2.309,8.2,583,670,4.95,64875
NE,Sheridan County,1858,78689,128,7694,90,3352,-38,-2.045,2.6,561,653,6.84,75116
SD,Dewey County,1855,82350,107,2836,73,2001,-34,-1.833,8.8,556,740,0.0,68600
GA,Clinch County,1854,85979,114,4792,118,3121,4,0.216,4.6,495,659,5.75,67162
WV,Wirt County,1847,86543,87,3367,81,2936,-6,-0.325,7.0,620,744,6.5,81263
TX,Lynn County,1846,110279,135,5526,170,12307,35,1.896,3.2,650,746,0.0,82491
IL,Brown County,1843,108542,95,3696,91,3653,-4,-0.217,2.7,544,724,4.95,90518
NV,Lander County,1840,143296,172,9332,139,6988,-33,-1.793,3.7,863,1148,0.0,172696
TX,Childress County,1838,95339,145,6611,100,4072,-45,-2.448,2.5,681,782,0.0,87002
TN,Hancock County,1833,68019,79,2117,108,4251,29,1.582,5.1,504,613,0.0,90906
KS,Norton County,1830,87899,112,5652,105,4157,-7,-0.383,2.1,524,697,5.7,76063
IL,Gallatin County,1826,98577,85,2695,52,2119,-33,-1.807,5.8,583,670,4.95,73048
MO,Carter County,1817,72075,124,3545,127,3668,3,0.165,5.1,495,658,5.4,95000
KS,Scott County,1817,129737,128,5676,84,4209,-44,-2.422,2.0,688,915,5.7,140258
TN,Van Buren County,1805,79582,127,6407,159,6741,32,1.773,4.7,486,647,0.0,103426
GA,Treutlen County,1804,81073,113,3250,105,3642,-8,-0.443,5.8,502,659,5.75,75571
OK,Cotton County,1800,85863,128,4675,116,4055,-12,-0.667,3.1,607,697,5.0,79342
VA,Craig County,1796,92895,88,4625,109,4486,21,1.169,3.5,719,912,5.75,171413
WI,Florence County,1788,99321,122,5291,140,7239,18,1.007,3.9,611,813,7.65,142315
TX,Crosby County,1788,83243,167,6708,133,5668,-34,-1.902,4.5,733,896,0.0,60734
VA,Bath County,1771,104134,113,4948,102,4658,-11,-0.621,2.5,557,684,5.75,154572
KY,Menifee County,1766,72607,113,2947,121,4624,8,0.453,7.6,479,637,5.0,82016
NE,Furnas County,1761,83730,93,3241,95,3477,2,0.114,2.6,491,653,6.84,69183
KY,Fulton County,1758,75968,165,4619,166,4640,1,0.057,5.8,486,647,5.0,67046
GA,Warren County,1757,68929,114,4387,131,4725,17,0.968,5.0,501,667,5.75,66311
MN,Kittson County,1748,107957,57,2432,72,3034,15,0.858,2.9,524,697,9.85,77339
IL,Calhoun County,1746,109610,96,3989,65,3110,-31,-1.775,5.3,739,957,4.95,117735
MN,Mahnomen County,1741,85663,101,3920,108,3970,7,0.402,4.6,613,746,9.85,104806
TX,Hansford County,1740,112664,97,4409,73,3707,-24,-1.379,2.3,567,744,0.0,100428
PA,Forest County,1739,83383,103,3833,93,3459,-10,-0.575,6.2,595,792,3.07,94894
MT,Chouteau County,1736,88881,125,5793,107,4261,-18,-1.037,3.0,586,697,6.9,134776
MO,Holt County,1730,92967,94,3765,86,3896,-8,-0.462,2.4,482,641,5.4,98467
TX,Wheeler County,1724,98924,123,5072,104,5107,-19,-1.102,3.2,677,777,0.0,92909
KY,Elliott County,1718,75819,93,2968,80,2280,-13,-0.757,9.3,551,693,5.0,76640
KS,Stevens County,1717,109893,105,4653,57,2398,-48,-2.796,2.8,589,783,5.7,113528
OK,Beaver County,1709,87103,114,4826,129,5373,15,0.878,2.0,580,747,5.0,108891
GA,Chattahoochee County,1699,73400,1110,49507,1011,41426,-99,-5.827,5.6,742,891,5.75,85366
KS,Barber County,1696,81079,93,3528,82,3728,-11,-0.649,2.6,527,701,5.7,78024
KY,Carlisle County,1691,89943,81,2527,87,3519,6,0.355,4.9,523,696,5.0,94034
KY,Lee County,1688,70385,111,4038,82,2196,-29,-1.718,6.3,471,620,5.0,67679
MT,Toole County,1680,85198,135,5006,94,4561,-41,-2.44,2.6,607,697,6.9,137186
TN,Pickett County,1668,91388,114,6201,122,7706,8,0.48,3.8,476,613,0.0,141204
WY,Hot Springs County,1666,86969,165,7176,94,4089,-71,-4.262,3.7,573,731,0.0,154348
NE,Morrill County,1664,85344,110,4226,96,3965,-14,-0.841,2.7,593,681,6.84,92597
SD,Deuel County,1663,93003,62,3969,66,3433,4,0.241,4.4,575,660,0.0,117675
ND,Wells County,1656,108672,82,3631,59,2672,-23,-1.389,3.0,594,697,2.9,85716
CO,Custer County,1648,105742,195,8278,245,19105,50,3.034,3.7,614,792,4.63,277315
IA,Ringgold County,1647,77506,81,3015,87,4728,6,0.364,2.8,542,650,8.53,84071
TX,Martin County,1647,191313,142,12287,153,8563,11,0.668,2.4,558,697,0.0,129428
ND,LaMoure County,1636,98228,77,3432,53,2604,-24,-1.467,1.9,541,719,2.9,92741
TX,Mills County,1636,109736,107,4638,93,4732,-14,-0.856,3.5,524,697,0.0,119439
NE,Nuckolls County,1636,82817,63,3118,61,2879,-2,-0.122,2.6,569,653,6.84,66005
NE,Johnson County,1627,82198,90,3548,74,2869,-16,-0.983,3.6,491,653,6.84,87088
TN,Lake County,1626,65861,125,4670,82,2986,-43,-2.645,5.2,534,613,0.0,81761
GA,Miller County,1625,76000,131,4092,153,5649,22,1.354,3.7,589,676,5.75,94197
SD,Gregory County,1625,81932,67,2128,55,2142,-12,-0.738,3.3,568,660,0.0,71628
SD,Marshall County,1622,85134,97,3758,71,2673,-26,-1.603,3.8,514,684,0.0,111410
MO,Putnam County,1597,69918,109,4782,76,3793,-33,-2.066,3.4,484,644,5.4,88799
UT,Garfield County,1597,78466,110,5117,129,6780,19,1.19,7.8,535,712,4.95,182287
ND,Pierce County,1597,95390,60,3323,51,2647,-9,-0.564,3.2,589,783,2.9,112388
TX,Haskell County,1596,76935,145,5425,136,5577,-9,-0.564,3.8,607,697,0.0,52845
ND,Sargent County,1595,102624,105,4492,93,4217,-12,-0.752,1.9,555,697,2.9,98136
CO,Lincoln County,1588,80709,94,3974,96,4231,2,0.126,2.4,585,778,4.63,147536
TX,Jim Hogg County,1587,66114,90,2626,68,2787,-22,-1.386,5.7,583,697,0.0,66379
MO,Scotland County,1583,70482,134,4895,72,2724,-62,-3.917,2.9,482,641,5.4,86172
ND,Cavalier County,1576,113973,76,3449,38,2120,-38,-2.411,2.6,607,697,2.9,97220
MT,Phillips County,1570,69375,56,2153,46,2005,-10,-0.637,4.5,550,697,6.9,129078
MN,Lake of the Woods County,1567,89557,83,3470,102,5358,19,1.213,3.8,567,754,9.85,138305
OK,Jefferson County,1565,65519,136,4671,108,3655,-28,-1.789,3.4,524,697,5.0,61040
NC,Hyde County,1565,71639,73,3114,80,3094,7,0.447,8.3,750,922,5.25,86679
OK,Dewey County,1563,121172,111,6624,140,6178,29,1.855,1.9,577,767,5.0,88647
NE,Valley County,1562,60263,70,2982,80,2083,10,0.64,2.9,491,653,6.84,98212
TX,Hudspeth County,1561,69513,194,8958,235,9444,41,2.627,4.7,715,872,0.0,47368
NM,Mora County,1555,56658,84,2617,88,3086,4,0.257,6.1,590,759,4.9,111858
TX,Delta County,1543,76213,146,5886,156,6883,10,0.648,3.4,539,717,0.0,80074
OK,Alfalfa County,1543,113936,108,5559,72,3299,-36,-2.333,2.2,538,715,5.0,76173
TX,Kimble County,1543,80513,105,7343,123,7106,18,1.167,3.1,633,798,0.0,115143
CO,Phillips County,1541,91989,109,4991,83,4060,-26,-1.687,1.9,564,750,4.63,148095
OK,Coal County,1541,76390,112,4555,122,4500,10,0.649,3.8,524,697,5.0,89771
SD,Hanson County,1530,100244,107,6247,90,4755,-17,-1.111,4.6,496,660,0.0,126654
NV,Pershing County,1523,89418,132,7111,145,5868,13,0.854,4.1,524,697,0.0,114941
MN,Red Lake County,1512,90371,92,3762,81,3153,-11,-0.728,5.2,593,697,9.85,115577
CO,Washington County,1511,75568,75,3256,104,3863,29,1.919,2.4,633,727,4.63,134358
KS,Smith County,1508,66287,50,1521,58,1946,8,0.531,2.5,583,697,5.7,68323
TX,Mason County,1508,86725,90,4372,113,7504,23,1.525,3.1,911,1148,0.0,167989
ID,Lincoln County,1505,70628,112,3891,136,5779,24,1.595,3.4,631,736,6.925,139997
ID,Custer County,1504,73017,118,5268,155,9675,37,2.46,4.0,589,735,6.925,190734
MT,Sheridan County,1502,85262,88,4061,72,2798,-16,-1.065,2.4,630,723,6.9,160526
ND,Dunn County,1502,135011,169,10549,190,10789,21,1.398,1.6,890,1184,2.9,171840
KS,Stafford County,1501,72788,75,3617,74,3196,-1,-0.067,2.7,524,697,5.7,63782
GA,Calhoun County,1495,63512,103,3194,77,2491,-26,-1.739,4.3,495,659,5.75,52154
TX,Crane County,1491,99844,100,9058,99,4537,-1,-0.067,3.8,560,706,0.0,87539
AR,Calhoun County,1490,83730,85,2903,85,3226,0,0.0,3.9,583,669,6.9,73994
MT,Musselshell County,1490,78361,129,3655,124,6097,-5,-0.336,4.3,660,878,6.9,176852
NV,Storey County,1489,103314,161,7260,240,20234,79,5.306,4.4,811,1047,0.0,214644
NV,Mineral County,1488,71723,116,5637,116,3806,0,0.0,5.5,547,727,0.0,103345
WA,Wahkiakum County,1474,88968,98,4293,138,7042,40,2.714,6.5,546,707,0.0,226538
CO,Saguache County,1471,56314,189,6763,237,9174,48,3.263,4.6,546,726,4.63,167640
MT,Mineral County,1460,80378,139,6104,159,7507,20,1.37,7.2,550,697,6.9,175099
KY,Hickman County,1458,73947,100,3598,85,2664,-15,-1.029,5.7,540,620,5.0,74004
OK,Grant County,1452,79610,90,3370,82,3319,-8,-0.551,2.1,627,720,5.0,78115
KS,Meade County,1449,93898,105,5245,88,4768,-17,-1.173,2.1,524,697,5.7,91544
KS,Osborne County,1443,64893,73,2546,43,1589,-30,-2.079,2.6,607,697,5.7,63266
IA,Adams County,1441,74421,94,3765,69,2696,-25,-1.735,1.9,498,650,8.53,89668
MS,Sharkey County,1434,54809,96,3305,64,2852,-32,-2.232,7.0,497,661,5.0,52802
NM,Hidalgo County,1411,57369,91,3414,71,3032,-20,-1.417,3.8,607,697,4.9,83253
NE,Chase County,1406,82057,68,3368,52,2412,-16,-1.138,2.2,521,693,6.84,116435
ID,Adams County,1405,69954,124,6432,194,10723,70,4.982,5.5,524,697,6.925,183250
ID,Oneida County,1403,70808,91,3030,128,6233,37,2.637,2.2,530,700,6.925,166851
WI,Menominee County,1388,52786,111,3287,90,4067,-21,-1.513,5.7,518,689,7.65,91657
SD,Edmunds County,1382,104409,100,4824,61,2553,-39,-2.822,2.7,532,707,0.0,119032
KS,Kearny County,1380,79269,101,5179,64,2532,-37,-2.681,2.4,524,697,5.7,101349
GA,Wheeler County,1379,63036,96,2476,89,2284,-7,-0.508,7.4,520,659,5.75,49813
