,1_BDRM_MEAN,2_BDRM_MEAN,County,State
2781,718,907,Carson C,NV
2782,880,1139,Belknap ,NH
2783,880,1139,Belknap ,NH
2784,880,1139,Belknap ,NH
2785,880,1139,Belknap ,NH
2786,880,1139,Belknap ,NH
2787,880,1139,Belknap ,NH
2788,880,1139,Belknap ,NH
2789,880,1139,Belknap ,NH
2790,880,1139,Belknap ,NH
2791,880,1139,Belknap ,NH
2792,880,1139,Belknap ,NH
2793,882,1106,Carroll ,NH
2794,882,1106,Carroll ,NH
2795,882,1106,Carroll ,NH
2796,882,1106,Carroll ,NH
2797,882,1106,Carroll ,NH
2798,882,1106,Carroll ,NH
2799,882,1106,Carroll ,NH
2800,882,1106,Carroll ,NH
2801,882,1106,Carroll ,NH
2802,882,1106,Carroll ,NH
2803,882,1106,Carroll ,NH
2804,882,1106,Carroll ,NH
2805,882,1106,Carroll ,NH
2806,882,1106,Carroll ,NH
2807,882,1106,Carroll ,NH
2808,882,1106,Carroll ,NH
2809,882,1106,Carroll ,NH
2810,882,1106,Carroll ,NH
2811,882,1106,Carroll ,NH
2812,926,1193,Cheshire ,NH
2813,926,1193,Cheshire ,NH
2814,926,1193,Cheshire ,NH
2815,926,1193,Cheshire ,NH
2816,926,1193,Cheshire ,NH
2817,926,1193,Cheshire ,NH
2818,926,1193,Cheshire ,NH
2819,926,1193,Cheshire ,NH
2820,926,1193,Cheshire ,NH
2821,926,1193,Cheshire ,NH
2822,926,1193,Cheshire ,NH
2823,926,1193,Cheshire ,NH
2824,926,1193,Cheshire ,NH
2825,926,1193,Cheshire ,NH
2826,926,1193,Cheshire ,NH
2827,926,1193,Cheshire ,NH
2828,926,1193,Cheshire ,NH
2829,926,1193,Cheshire ,NH
2830,926,1193,Cheshire ,NH
2831,926,1193,Cheshire ,NH
2832,926,1193,Cheshire ,NH
2833,926,1193,Cheshire ,NH
2834,926,1193,Cheshire ,NH
2835,731,840,Coos ,NH
2836,731,840,Coos ,NH
2837,731,840,Coos ,NH
2838,731,840,Coos ,NH
2839,731,840,Coos ,NH
2840,731,840,Coos ,NH
2841,731,840,Coos ,NH
2842,731,840,Coos ,NH
2843,731,840,Coos ,NH
2844,731,840,Coos ,NH
2845,731,840,Coos ,NH
2846,731,840,Coos ,NH
2847,731,840,Coos ,NH
2848,731,840,Coos ,NH
2849,731,840,Coos ,NH
2850,731,840,Coos ,NH
2851,731,840,Coos ,NH
2852,731,840,Coos ,NH
2853,731,840,Coos ,NH
2854,731,840,Coos ,NH
2855,731,840,Coos ,NH
2856,731,840,Coos ,NH
2857,731,840,Coos ,NH
2858,731,840,Coos ,NH
2859,731,840,Coos ,NH
2860,731,840,Coos ,NH
2861,731,840,Coos ,NH
2862,731,840,Coos ,NH
2863,731,840,Coos ,NH
2864,731,840,Coos ,NH
2865,731,840,Coos ,NH
2866,731,840,Coos ,NH
2867,731,840,Coos ,NH
2868,731,840,Coos ,NH
2869,731,840,Coos ,NH
2870,731,840,Coos ,NH
2871,731,840,Coos ,NH
2872,731,840,Coos ,NH
2873,731,840,Coos ,NH
2874,731,840,Coos ,NH
2875,731,840,Coos ,NH
2876,731,840,Coos ,NH
2877,731,840,Coos ,NH
2878,885,1144,Grafton ,NH
2879,885,1144,Grafton ,NH
2880,885,1144,Grafton ,NH
2881,885,1144,Grafton ,NH
2882,885,1144,Grafton ,NH
2883,885,1144,Grafton ,NH
2884,885,1144,Grafton ,NH
2885,885,1144,Grafton ,NH
2886,885,1144,Grafton ,NH
2887,885,1144,Grafton ,NH
2888,885,1144,Grafton ,NH
2889,885,1144,Grafton ,NH
2890,885,1144,Grafton ,NH
2891,885,1144,Grafton ,NH
2892,885,1144,Grafton ,NH
2893,885,1144,Grafton ,NH
2894,885,1144,Grafton ,NH
2895,885,1144,Grafton ,NH
2896,885,1144,Grafton ,NH
2897,885,1144,Grafton ,NH
2898,885,1144,Grafton ,NH
2899,885,1144,Grafton ,NH
2900,885,1144,Grafton ,NH
2901,885,1144,Grafton ,NH
2902,885,1144,Grafton ,NH
2903,885,1144,Grafton ,NH
2904,885,1144,Grafton ,NH
2905,885,1144,Grafton ,NH
2906,885,1144,Grafton ,NH
2907,885,1144,Grafton ,NH
2908,885,1144,Grafton ,NH
2909,885,1144,Grafton ,NH
2910,885,1144,Grafton ,NH
2911,885,1144,Grafton ,NH
2912,885,1144,Grafton ,NH
2913,885,1144,Grafton ,NH
2914,885,1144,Grafton ,NH
2915,885,1144,Grafton ,NH
2916,885,1144,Grafton ,NH
2917,885,1144,Grafton ,NH
2918,992,1310,Hillsborough ,NH
2919,890,1091,Hillsborough ,NH
2920,1021,1288,Hillsborough ,NH
2921,890,1091,Hillsborough ,NH
2922,992,1310,Hillsborough ,NH
2923,890,1091,Hillsborough ,NH
2924,890,1091,Hillsborough ,NH
2925,1021,1288,Hillsborough ,NH
2926,890,1091,Hillsborough ,NH
2927,992,1310,Hillsborough ,NH
2928,890,1091,Hillsborough ,NH
2929,890,1091,Hillsborough ,NH
2930,992,1310,Hillsborough ,NH
2931,992,1310,Hillsborough ,NH
2932,992,1310,Hillsborough ,NH
2933,890,1091,Hillsborough ,NH
2934,1021,1288,Hillsborough ,NH
2935,992,1310,Hillsborough ,NH
2936,992,1310,Hillsborough ,NH
2937,992,1310,Hillsborough ,NH
2938,992,1310,Hillsborough ,NH
2939,992,1310,Hillsborough ,NH
2940,890,1091,Hillsborough ,NH
2941,992,1310,Hillsborough ,NH
2942,992,1310,Hillsborough ,NH
2943,890,1091,Hillsborough ,NH
2944,890,1091,Hillsborough ,NH
2945,890,1091,Hillsborough ,NH
2946,1021,1288,Hillsborough ,NH
2947,992,1310,Hillsborough ,NH
2948,890,1091,Hillsborough ,NH
2949,939,1195,Merrimack ,NH
2950,939,1195,Merrimack ,NH
2951,939,1195,Merrimack ,NH
2952,939,1195,Merrimack ,NH
2953,939,1195,Merrimack ,NH
2954,939,1195,Merrimack ,NH
2955,939,1195,Merrimack ,NH
2956,939,1195,Merrimack ,NH
2957,939,1195,Merrimack ,NH
2958,939,1195,Merrimack ,NH
2959,939,1195,Merrimack ,NH
2960,939,1195,Merrimack ,NH
2961,939,1195,Merrimack ,NH
2962,939,1195,Merrimack ,NH
2963,939,1195,Merrimack ,NH
2964,939,1195,Merrimack ,NH
2965,939,1195,Merrimack ,NH
2966,939,1195,Merrimack ,NH
2967,939,1195,Merrimack ,NH
2968,939,1195,Merrimack ,NH
2969,939,1195,Merrimack ,NH
2970,939,1195,Merrimack ,NH
2971,939,1195,Merrimack ,NH
2972,939,1195,Merrimack ,NH
2973,939,1195,Merrimack ,NH
2974,939,1195,Merrimack ,NH
2975,939,1195,Merrimack ,NH
2976,986,1260,Rockingham ,NH
2977,1186,1563,Rockingham ,NH
2978,1005,1269,Rockingham ,NH
2979,1186,1563,Rockingham ,NH
2980,986,1260,Rockingham ,NH
2981,986,1260,Rockingham ,NH
2982,1186,1563,Rockingham ,NH
2983,986,1260,Rockingham ,NH
2984,1005,1269,Rockingham ,NH
2985,1005,1269,Rockingham ,NH
2986,1005,1269,Rockingham ,NH
2987,986,1260,Rockingham ,NH
2988,1005,1269,Rockingham ,NH
2989,986,1260,Rockingham ,NH
2990,1005,1269,Rockingham ,NH
2991,1005,1269,Rockingham ,NH
2992,1005,1269,Rockingham ,NH
2993,986,1260,Rockingham ,NH
2994,1186,1563,Rockingham ,NH
2995,1005,1269,Rockingham ,NH
2996,1005,1269,Rockingham ,NH
2997,1005,1269,Rockingham ,NH
2998,1005,1269,Rockingham ,NH
2999,986,1260,Rockingham ,NH
3000,1005,1269,Rockingham ,NH
3001,1186,1563,Rockingham ,NH
3002,1186,1563,Rockingham ,NH
3003,986,1260,Rockingham ,NH
3004,1005,1269,Rockingham ,NH
3005,986,1260,Rockingham ,NH
3006,1005,1269,Rockingham ,NH
3007,986,1260,Rockingham ,NH
3008,986,1260,Rockingham ,NH
3009,1546,1894,Rockingham ,NH
3010,1546,1894,Rockingham ,NH
3011,1005,1269,Rockingham ,NH
3012,986,1260,Rockingham ,NH
3013,1005,1269,Strafford ,NH
3014,1005,1269,Strafford ,NH
3015,1005,1269,Strafford ,NH
3016,1005,1269,Strafford ,NH
3017,1005,1269,Strafford ,NH
3018,1005,1269,Strafford ,NH
3019,1005,1269,Strafford ,NH
3020,1005,1269,Strafford ,NH
3021,1005,1269,Strafford ,NH
3022,1005,1269,Strafford ,NH
3023,1005,1269,Strafford ,NH
3024,1005,1269,Strafford ,NH
3025,1005,1269,Strafford ,NH
3026,808,1075,Sullivan ,NH
3027,808,1075,Sullivan ,NH
3028,808,1075,Sullivan ,NH
3029,808,1075,Sullivan ,NH
3030,808,1075,Sullivan ,NH
3031,808,1075,Sullivan ,NH
3032,808,1075,Sullivan ,NH
3033,808,1075,Sullivan ,NH
3034,808,1075,Sullivan ,NH
3035,808,1075,Sullivan ,NH
3036,808,1075,Sullivan ,NH
3037,808,1075,Sullivan ,NH
3038,808,1075,Sullivan ,NH
3039,808,1075,Sullivan ,NH
3040,808,1075,Sullivan ,NH
3041,1090,1401,Atlantic ,NJ
3042,1439,1691,Bergen ,NJ
3043,1047,1266,Burlington ,NJ
3044,1047,1266,Camden ,NJ
3045,1005,1218,Cape May ,NJ
3046,925,1224,Cumberland ,NJ
3047,1159,1408,Essex ,NJ
3048,1047,1266,Gloucester ,NJ
3049,1463,1748,Hudson ,NJ
3050,1350,1732,Hunterdon ,NJ
3051,1155,1432,Mercer ,NJ
3052,1350,1732,Middlesex ,NJ
3053,1199,1556,Monmouth ,NJ
3054,1159,1408,Morris ,NJ
3055,1199,1556,Ocean ,NJ
3056,1439,1691,Passaic ,NJ
3057,1047,1266,Salem ,NJ
3058,1350,1732,Somerset ,NJ
3059,1159,1408,Sussex ,NJ
3060,1159,1408,Union ,NJ
3061,1092,1314,Warren ,NJ
3062,760,938,Bernalillo ,NM
3063,542,697,Catron ,NM
3064,587,781,Chaves ,NM
3065,531,697,Cibola ,NM
3066,543,722,Colfax ,NM
3067,650,865,Curry ,NM
3068,602,774,De Baca ,NM
3069,654,805,Dona Ana ,NM
3070,641,853,Eddy ,NM
3071,619,725,Grant ,NM
3072,607,697,Guadalupe ,NM
3073,542,697,Harding ,NM
3074,607,697,Hidalgo ,NM
3075,725,903,Lea ,NM
3076,684,910,Lincoln ,NM
3077,872,1099,Los Alamos ,NM
3078,524,697,Luna ,NM
3079,623,715,McKinley ,NM
3080,590,759,Mora ,NM
3081,583,697,Otero ,NM
3082,524,697,Quay ,NM
3083,612,703,Rio Arriba ,NM
3084,604,786,Roosevelt ,NM
3085,760,938,Sandoval ,NM
3086,690,810,San Juan ,NM
3087,648,819,San Miguel ,NM
3088,916,1079,Santa Fe ,NM
3089,555,738,Sierra ,NM
3090,607,697,Socorro ,NM
3091,777,921,Taos ,NM
3092,760,938,Torrance ,NM
3093,524,697,Union ,NM
3094,760,938,Valencia ,NM
3095,894,1102,Albany ,NY
3096,581,697,Allegany ,NY
3097,1696,1948,Bronx ,NY
3098,637,820,Broome ,NY
3099,580,718,Cattaraugus ,NY
3100,627,813,Cayuga ,NY
3101,573,717,Chautauqua ,NY
3102,698,880,Chemung ,NY
3103,616,760,Chenango ,NY
3104,703,857,Clinton ,NY
3105,790,1007,Columbia ,NY
3106,670,812,Cortland ,NY
3107,609,792,Delaware ,NY
3108,1120,1400,Dutchess ,NY
3109,704,852,Erie ,NY
3110,719,902,Essex ,NY
3111,619,753,Franklin ,NY
3112,657,793,Fulton ,NY
3113,669,813,Genesee ,NY
3114,826,975,Greene ,NY
3115,727,839,Hamilton ,NY
3116,646,840,Herkimer ,NY
3117,828,1101,Jefferson ,NY
3118,1696,1948,Kings ,NY
3119,677,778,Lewis ,NY
3120,788,983,Livingston ,NY
3121,761,960,Madison ,NY
3122,788,983,Monroe ,NY
3123,652,789,Montgomery ,NY
3124,1648,2026,Nassau ,NY
3125,1696,1948,New York ,NY
3126,704,852,Niagara ,NY
3127,646,840,Oneida ,NY
3128,761,960,Onondaga ,NY
3129,788,983,Ontario ,NY
3130,1120,1400,Orange ,NY
3131,788,983,Orleans ,NY
3132,761,960,Oswego ,NY
3133,695,878,Otsego ,NY
3134,1696,1948,Putnam ,NY
3135,1696,1948,Queens ,NY
3136,894,1102,Rensselaer ,NY
3137,1696,1948,Richmond ,NY
3138,1696,1948,Rockland ,NY
3139,674,852,St. Lawrence ,NY
3140,894,1102,Saratoga ,NY
3141,894,1102,Schenectady ,NY
3142,894,1102,Schoharie ,NY
3143,609,707,Schuyler ,NY
3144,690,816,Seneca ,NY
3145,633,760,Steuben ,NY
3146,1648,2026,Suffolk ,NY
3147,824,997,Sullivan ,NY
3148,637,820,Tioga ,NY
3149,1059,1260,Tompkins ,NY
3150,975,1227,Ulster ,NY
3151,774,970,Warren ,NY
3152,774,970,Washington ,NY
3153,788,983,Wayne ,NY
3154,1696,1948,Westchester ,NY
3155,1487,1813,Westchester ,NY
3156,546,701,Wyoming ,NY
3157,684,793,Yates ,NY
3158,645,808,Alamance ,NC
3159,556,683,Alexander ,NC
3160,514,683,Alleghany ,NC
3161,624,728,Anson ,NC
3162,514,683,Ashe ,NC
3163,646,829,Avery ,NC
3164,599,731,Beaufort ,NC
3165,606,696,Bertie ,NC
3166,554,737,Bladen ,NC
3167,820,951,Brunswick ,NC
3168,717,901,Buncombe ,NC
3169,556,683,Burke ,NC
3170,897,1036,Cabarrus ,NC
3171,556,683,Caldwell ,NC
3172,900,1106,Camden ,NC
3173,726,908,Carteret ,NC
3174,556,683,Caswell ,NC
3175,556,683,Catawba ,NC
3176,903,1056,Chatham ,NC
3177,610,723,Cherokee ,NC
3178,722,829,Chowan ,NC
3179,663,770,Clay ,NC
3180,652,749,Cleveland ,NC
3181,538,683,Columbus ,NC
3182,731,972,Craven ,NC
3183,728,879,Cumberland ,NC
3184,976,1172,Currituck ,NC
3185,803,1068,Dare ,NC
3186,584,683,Davidson ,NC
3187,637,792,Davie ,NC
3188,585,716,Duplin ,NC
3189,903,1056,Durham ,NC
3190,599,777,Edgecombe ,NC
3191,637,792,Forsyth ,NC
3192,954,1095,Franklin ,NC
3193,897,1036,Gaston ,NC
3194,578,694,Gates ,NC
3195,529,697,Graham ,NC
3196,668,889,Granville ,NC
3197,538,716,Greene ,NC
3198,739,860,Guilford ,NC
3199,644,739,Halifax ,NC
3200,633,842,Harnett ,NC
3201,645,764,Haywood ,NC
3202,717,901,Henderson ,NC
3203,562,747,Hertford ,NC
3204,571,760,Hoke ,NC
3205,750,922,Hyde ,NC
3206,777,892,Iredell ,NC
3207,609,708,Jackson ,NC
3208,954,1095,Johnston ,NC
3209,582,774,Jones ,NC
3210,702,806,Lee ,NC
3211,597,771,Lenoir ,NC
3212,680,781,Lincoln ,NC
3213,590,693,McDowell ,NC
3214,642,854,Macon ,NC
3215,717,901,Madison ,NC
3216,568,698,Martin ,NC
3217,897,1036,Mecklenburg ,NC
3218,578,710,Mitchell ,NC
3219,563,683,Montgomery ,NC
3220,742,852,Moore ,NC
3221,599,777,Nash ,NC
3222,821,1051,New Hanover ,NC
3223,532,708,Northampton ,NC
3224,727,910,Onslow ,NC
3225,903,1056,Orange ,NC
3226,641,756,Pamlico ,NC
3227,711,945,Pasquotank ,NC
3228,725,833,Pender ,NC
3229,663,882,Perquimans ,NC
3230,579,741,Person ,NC
3231,641,816,Pitt ,NC
3232,658,875,Polk ,NC
3233,739,860,Randolph ,NC
3234,562,683,Richmond ,NC
3235,521,693,Robeson ,NC
3236,531,706,Rockingham ,NC
3237,668,847,Rowan ,NC
3238,549,683,Rutherford ,NC
3239,544,683,Sampson ,NC
3240,575,765,Scotland ,NC
3241,565,724,Stanly ,NC
3242,637,792,Stokes ,NC
3243,547,694,Surry ,NC
3244,640,735,Swain ,NC
3245,662,761,Transylvania ,NC
3246,571,702,Tyrrell ,NC
3247,897,1036,Union ,NC
3248,594,711,Vance ,NC
3249,954,1095,Wake ,NC
3250,554,731,Warren ,NC
3251,562,748,Washington ,NC
3252,764,1003,Watauga ,NC
3253,614,817,Wayne ,NC
3254,547,683,Wilkes ,NC
3255,721,830,Wilson ,NC
3256,637,792,Yadkin ,NC
3257,566,753,Yancey ,NC
3258,607,697,Adams ,ND
3259,544,724,Barnes ,ND
3260,607,697,Benson ,ND
3261,640,838,Billings ,ND
3262,528,697,Bottineau ,ND
3263,559,738,Bowman ,ND
3264,765,1002,Burke ,ND
3265,701,921,Burleigh ,ND
3266,676,852,Cass ,ND
3267,607,697,Cavalier ,ND
3268,602,697,Dickey ,ND
3269,532,697,Divide ,ND
3270,890,1184,Dunn ,ND
3271,607,697,Eddy ,ND
3272,607,697,Emmons ,ND
3273,524,697,Foster ,ND
3274,715,937,Golden Valley ,ND
3275,795,1031,Grand Forks ,ND
3276,607,697,Grant ,ND
3277,529,697,Griggs ,ND
3278,607,697,Hettinger ,ND
3279,607,697,Kidder ,ND
3280,541,719,LaMoure ,ND
3281,551,722,Logan ,ND
3282,607,697,McHenry ,ND
3283,591,697,McIntosh ,ND
3284,700,931,McKenzie ,ND
3285,607,697,McLean ,ND
3286,572,761,Mercer ,ND
3287,701,921,Morton ,ND
3288,767,1020,Mountrail ,ND
3289,607,697,Nelson ,ND
3290,697,918,Oliver ,ND
3291,586,697,Pembina ,ND
3292,589,783,Pierce ,ND
3293,548,700,Ramsey ,ND
3294,573,762,Ransom ,ND
3295,532,697,Renville ,ND
3296,566,697,Richland ,ND
3297,532,697,Rolette ,ND
3298,555,697,Sargent ,ND
3299,640,838,Sheridan ,ND
3300,555,697,Sioux ,ND
3301,640,838,Slope ,ND
3302,778,1035,Stark ,ND
3303,580,697,Steele ,ND
3304,565,752,Stutsman ,ND
3305,524,697,Towner ,ND
3306,558,723,Traill ,ND
3307,607,697,Walsh ,ND
3308,844,1087,Ward ,ND
3309,594,697,Wells ,ND
3310,733,940,Williams ,ND
3311,547,695,Adams ,OH
3312,556,704,Allen ,OH
3313,567,750,Ashland ,OH
3314,541,720,Ashtabula ,OH
3315,714,820,Athens ,OH
3316,566,753,Auglaize ,OH
3317,583,713,Belmont ,OH
3318,564,750,Brown ,OH
3319,691,908,Butler ,OH
3320,570,758,Carroll ,OH
3321,576,733,Champaign ,OH
3322,600,767,Clark ,OH
3323,691,908,Clermont ,OH
3324,605,782,Clinton ,OH
3325,576,714,Columbiana ,OH
3326,539,695,Coshocton ,OH
3327,536,713,Crawford ,OH
3328,678,840,Cuyahoga ,OH
3329,542,695,Darke ,OH
3330,557,741,Defiance ,OH
3331,761,970,Delaware ,OH
3332,625,831,Erie ,OH
3333,761,970,Fairfield ,OH
3334,599,790,Fayette ,OH
3335,761,970,Franklin ,OH
3336,591,770,Fulton ,OH
3337,605,695,Gallia ,OH
3338,678,840,Geauga ,OH
3339,620,813,Greene ,OH
3340,572,695,Guernsey ,OH
3341,691,908,Hamilton ,OH
3342,593,779,Hancock ,OH
3343,556,739,Hardin ,OH
3344,523,695,Harrison ,OH
3345,637,743,Henry ,OH
3346,583,695,Highland ,OH
3347,586,695,Hocking ,OH
3348,558,695,Holmes ,OH
3349,566,726,Huron ,OH
3350,576,698,Jackson ,OH
3351,581,723,Jefferson ,OH
3352,595,770,Knox ,OH
3353,678,840,Lake ,OH
3354,618,748,Lawrence ,OH
3355,761,970,Licking ,OH
3356,598,795,Logan ,OH
3357,678,840,Lorain ,OH
3358,591,770,Lucas ,OH
3359,761,970,Madison ,OH
3360,582,729,Mahoning ,OH
3361,607,807,Marion ,OH
3362,678,840,Medina ,OH
3363,529,695,Meigs ,OH
3364,542,721,Mercer ,OH
3365,620,813,Miami ,OH
3366,592,695,Monroe ,OH
3367,620,813,Montgomery ,OH
3368,605,695,Morgan ,OH
3369,761,970,Morrow ,OH
3370,609,749,Muskingum ,OH
3371,557,728,Noble ,OH
3372,630,776,Ottawa ,OH
3373,561,695,Paulding ,OH
3374,561,728,Perry ,OH
3375,761,970,Pickaway ,OH
3376,576,727,Pike ,OH
3377,674,885,Portage ,OH
3378,568,753,Preble ,OH
3379,627,775,Putnam ,OH
3380,531,706,Richland ,OH
3381,599,797,Ross ,OH
3382,575,719,Sandusky ,OH
3383,605,695,Scioto ,OH
3384,542,721,Seneca ,OH
3385,617,763,Shelby ,OH
3386,570,758,Stark ,OH
3387,674,885,Summit ,OH
3388,582,729,Trumbull ,OH
3389,592,788,Tuscarawas ,OH
3390,711,945,Union ,OH
3391,523,695,Van Wert ,OH
3392,605,695,Vinton ,OH
3393,691,908,Warren ,OH
3394,577,737,Washington ,OH
3395,611,774,Wayne ,OH
3396,556,708,Williams ,OH
3397,591,770,Wood ,OH
3398,548,695,Wyandot ,OH
3399,524,697,Adair ,OK
3400,538,715,Alfalfa ,OK
3401,547,728,Atoka ,OK
3402,580,747,Beaver ,OK
3403,708,942,Beckham ,OK
3404,600,798,Blaine ,OK
3405,585,777,Bryan ,OK
3406,544,697,Caddo ,OK
3407,713,907,Canadian ,OK
3408,673,817,Carter ,OK
3409,587,711,Cherokee ,OK
3410,524,697,Choctaw ,OK
3411,542,697,Cimarron ,OK
3412,713,907,Cleveland ,OK
3413,524,697,Coal ,OK
3414,591,786,Comanche ,OK
3415,607,697,Cotton ,OK
3416,614,753,Craig ,OK
3417,690,894,Creek ,OK
3418,557,737,Custer ,OK
3419,562,747,Delaware ,OK
3420,577,767,Dewey ,OK
3421,627,807,Ellis ,OK
3422,622,813,Garfield ,OK
3423,596,697,Garvin ,OK
3424,549,726,Grady ,OK
3425,627,720,Grant ,OK
3426,662,881,Greer ,OK
3427,542,697,Harmon ,OK
3428,542,697,Harper ,OK
3429,524,697,Haskell ,OK
3430,549,714,Hughes ,OK
3431,634,779,Jackson ,OK
3432,524,697,Jefferson ,OK
3433,546,726,Johnston ,OK
3434,574,751,Kay ,OK
3435,660,758,Kingfisher ,OK
3436,524,697,Kiowa ,OK
3437,604,697,Latimer ,OK
3438,551,697,Le Flore ,OK
3439,545,697,Lincoln ,OK
3440,713,907,Logan ,OK
3441,612,764,Love ,OK
3442,713,907,McClain ,OK
3443,524,697,McCurtain ,OK
3444,595,723,McIntosh ,OK
3445,549,730,Major ,OK
3446,568,755,Marshall ,OK
3447,563,749,Mayes ,OK
3448,622,733,Murray ,OK
3449,581,773,Muskogee ,OK
3450,607,697,Noble ,OK
3451,631,839,Nowata ,OK
3452,549,697,Okfuskee ,OK
3453,713,907,Oklahoma ,OK
3454,589,697,Okmulgee ,OK
3455,690,894,Osage ,OK
3456,601,800,Ottawa ,OK
3457,561,697,Pawnee ,OK
3458,694,867,Payne ,OK
3459,617,820,Pittsburg ,OK
3460,622,781,Pontotoc ,OK
3461,620,784,Pottawatomie ,OK
3462,524,697,Pushmataha ,OK
3463,607,697,Roger Mills ,OK
3464,690,894,Rogers ,OK
3465,524,697,Seminole ,OK
3466,545,725,Sequoyah ,OK
3467,595,772,Stephens ,OK
3468,692,795,Texas ,OK
3469,542,697,Tillman ,OK
3470,690,894,Tulsa ,OK
3471,690,894,Wagoner ,OK
3472,675,789,Washington ,OK
3473,635,761,Washita ,OK
3474,645,741,Woods ,OK
3475,697,801,Woodward ,OK
3476,565,752,Baker ,OR
3477,840,1023,Benton ,OR
3478,1232,1448,Clackamas ,OR
3479,746,934,Clatsop ,OR
3480,1232,1448,Columbia ,OR
3481,676,831,Coos ,OR
3482,625,807,Crook ,OR
3483,726,966,Curry ,OR
3484,851,1019,Deschutes ,OR
3485,614,816,Douglas ,OR
3486,585,759,Gilliam ,OR
3487,607,697,Grant ,OR
3488,586,697,Harney ,OR
3489,972,1176,Hood River ,OR
3490,707,940,Jackson ,OR
3491,623,716,Jefferson ,OR
3492,743,957,Josephine ,OR
3493,605,804,Klamath ,OR
3494,539,697,Lake ,OR
3495,770,1024,Lane ,OR
3496,736,945,Lincoln ,OR
3497,717,953,Linn ,OR
3498,550,715,Malheur ,OR
3499,699,927,Marion ,OR
3500,551,733,Morrow ,OR
3501,1232,1448,Multnomah ,OR
3502,699,927,Polk ,OR
3503,688,899,Sherman ,OR
3504,674,894,Tillamook ,OR
3505,603,785,Umatilla ,OR
3506,590,777,Union ,OR
3507,657,754,Wallowa ,OR
3508,854,1136,Wasco ,OR
3509,1232,1448,Washington ,OR
3510,537,697,Wheeler ,OR
3511,1232,1448,Yamhill ,OR
3512,778,981,Adams ,PA
3513,763,950,Allegheny ,PA
3514,593,750,Armstrong ,PA
3515,763,950,Beaver ,PA
3516,617,720,Bedford ,PA
3517,740,971,Berks ,PA
3518,671,834,Blair ,PA
3519,583,776,Bradford ,PA
3520,1047,1266,Bucks ,PA
3521,763,950,Butler ,PA
3522,576,704,Cambria ,PA
3523,543,697,Cameron ,PA
3524,877,1115,Carbon ,PA
3525,906,1069,Centre ,PA
3526,1047,1266,Chester ,PA
3527,619,718,Clarion ,PA
3528,586,700,Clearfield ,PA
3529,626,833,Clinton ,PA
3530,675,838,Columbia ,PA
3531,584,737,Crawford ,PA
3532,892,1107,Cumberland ,PA
3533,892,1107,Dauphin ,PA
3534,1047,1266,Delaware ,PA
3535,527,697,Elk ,PA
3536,631,811,Erie ,PA
3537,763,950,Fayette ,PA
3538,595,792,Forest ,PA
3539,725,964,Franklin ,PA
3540,607,697,Fulton ,PA
3541,637,760,Greene ,PA
3542,575,697,Huntingdon ,PA
3543,717,849,Indiana ,PA
3544,559,697,Jefferson ,PA
3545,561,706,Juniata ,PA
3546,729,892,Lackawanna ,PA
3547,842,1062,Lancaster ,PA
3548,628,817,Lawrence ,PA
3549,723,928,Lebanon ,PA
3550,877,1115,Lehigh ,PA
3551,729,892,Luzerne ,PA
3552,722,885,Lycoming ,PA
3553,562,719,McKean ,PA
3554,598,781,Mercer ,PA
3555,592,718,Mifflin ,PA
3556,883,1127,Monroe ,PA
3557,1047,1266,Montgomery ,PA
3558,716,927,Montour ,PA
3559,877,1115,Northampton ,PA
3560,598,760,Northumberland ,PA
3561,892,1107,Perry ,PA
3562,1047,1266,Philadelphia ,PA
3563,991,1318,Pike ,PA
3564,594,702,Potter ,PA
3565,601,742,Schuylkill ,PA
3566,604,784,Snyder ,PA
3567,553,697,Somerset ,PA
3568,561,697,Sullivan ,PA
3569,632,799,Susquehanna ,PA
3570,669,790,Tioga ,PA
3571,628,835,Union ,PA
3572,574,697,Venango ,PA
3573,595,697,Warren ,PA
3574,763,950,Washington ,PA
3575,770,906,Wayne ,PA
3576,763,950,Westmoreland ,PA
3577,729,892,Wyoming ,PA
3578,780,1013,York ,PA
3579,910,1087,Bristol ,RI
3580,910,1087,Bristol ,RI
3581,910,1087,Bristol ,RI
3582,910,1087,Kent ,RI
3583,910,1087,Kent ,RI
3584,910,1087,Kent ,RI
3585,910,1087,Kent ,RI
3586,910,1087,Kent ,RI
3587,910,1087,Newport ,RI
3588,910,1087,Newport ,RI
3589,1085,1385,Newport ,RI
3590,1085,1385,Newport ,RI
3591,1085,1385,Newport ,RI
3592,910,1087,Newport ,RI
3593,910,1087,Providence ,RI
3594,910,1087,Providence ,RI
3595,910,1087,Providence ,RI
3596,910,1087,Providence ,RI
3597,910,1087,Providence ,RI
3598,910,1087,Providence ,RI
3599,910,1087,Providence ,RI
3600,910,1087,Providence ,RI
3601,910,1087,Providence ,RI
3602,910,1087,Providence ,RI
3603,910,1087,Providence ,RI
3604,910,1087,Providence ,RI
3605,910,1087,Providence ,RI
3606,910,1087,Providence ,RI
3607,910,1087,Providence ,RI
3608,910,1087,Providence ,RI
3609,910,1087,Washington ,RI
3610,910,1087,Washington ,RI
3611,925,1230,Washington ,RI
3612,910,1087,Washington ,RI
3613,925,1230,Washington ,RI
3614,910,1087,Washington ,RI
3615,910,1087,Washington ,RI
3616,910,1087,Washington ,RI
3617,925,1230,Washington ,RI
3618,502,668,Abbeville ,SC
