,1_BDRM_MEAN,2_BDRM_MEAN,County,State
4471,1561,1793,Fredericksburg ,VA
4472,596,684,Galax ,VA
4473,976,1172,Hampton ,VA
4474,696,892,Harrisonburg ,VA
4475,970,1114,Hopewell ,VA
4476,721,837,Lexington ,VA
4477,680,848,Lynchburg ,VA
4478,1561,1793,Manassas ,VA
4479,1561,1793,Manassas Park ,VA
4480,547,684,Martinsville ,VA
4481,976,1172,Newport News ,VA
4482,976,1172,Norfolk ,VA
4483,536,700,Norton ,VA
4484,970,1114,Petersburg ,VA
4485,976,1172,Poquoson ,VA
4486,976,1172,Portsmouth ,VA
4487,819,941,Radford ,VA
4488,970,1114,Richmond ,VA
4489,719,912,Roanoke ,VA
4490,719,912,Salem ,VA
4491,700,912,Staunton ,VA
4492,976,1172,Suffolk ,VA
4493,976,1172,Virginia Beach ,VA
4494,700,912,Waynesboro ,VA
4495,976,1172,Williamsburg ,VA
4496,765,1018,Winchester ,VA
4497,607,697,Adams ,WA
4498,620,825,Asotin ,WA
4499,742,916,Benton ,WA
4500,729,970,Chelan ,WA
4501,702,934,Clallam ,WA
4502,1232,1448,Clark ,WA
4503,647,860,Columbia ,WA
4504,719,901,Cowlitz ,WA
4505,729,970,Douglas ,WA
4506,576,766,Ferry ,WA
4507,742,916,Franklin ,WA
4508,571,698,Garfield ,WA
4509,615,771,Grant ,WA
4510,598,777,Grays Harbor ,WA
4511,850,1052,Island ,WA
4512,753,1001,Jefferson ,WA
4513,1633,2006,King ,WA
4514,933,1203,Kitsap ,WA
4515,670,891,Kittitas ,WA
4516,661,879,Klickitat ,WA
4517,654,870,Lewis ,WA
4518,524,697,Lincoln ,WA
4519,738,981,Mason ,WA
4520,616,749,Okanogan ,WA
4521,674,896,Pacific ,WA
4522,611,812,Pend Oreille ,WA
4523,936,1216,Pierce ,WA
4524,908,1207,San Juan ,WA
4525,794,1030,Skagit ,WA
4526,1232,1448,Skamania ,WA
4527,1633,2006,Snohomish ,WA
4528,652,867,Spokane ,WA
4529,612,785,Stevens ,WA
4530,972,1204,Thurston ,WA
4531,546,707,Wahkiakum ,WA
4532,701,932,Walla Walla ,WA
4533,832,1083,Whatcom ,WA
4534,646,813,Whitman ,WA
4535,704,912,Yakima ,WA
4536,491,644,Barbour ,WV
4537,805,966,Berkeley ,WV
4538,484,644,Boone ,WV
4539,561,644,Braxton ,WV
4540,581,723,Brooke ,WV
4541,618,748,Cabell ,WV
4542,504,644,Calhoun ,WV
4543,688,835,Clay ,WV
4544,512,681,Doddridge ,WV
4545,521,679,Fayette ,WV
4546,554,648,Gilmer ,WV
4547,616,707,Grant ,WV
4548,643,738,Greenbrier ,WV
4549,765,1018,Hampshire ,WV
4550,581,723,Hancock ,WV
4551,528,692,Hardy ,WV
4552,655,767,Harrison ,WV
4553,584,671,Jackson ,WV
4554,781,939,Jefferson ,WV
4555,688,835,Kanawha ,WV
4556,586,717,Lewis ,WV
4557,519,644,Lincoln ,WV
4558,522,675,Logan ,WV
4559,561,644,McDowell ,WV
4560,629,822,Marion ,WV
4561,583,713,Marshall ,WV
4562,561,644,Mason ,WV
4563,562,684,Mercer ,WV
4564,606,697,Mineral ,WV
4565,553,735,Mingo ,WV
4566,765,879,Monongalia ,WV
4567,558,663,Monroe ,WV
4568,688,790,Morgan ,WV
4569,559,665,Nicholas ,WV
4570,583,713,Ohio ,WV
4571,503,644,Pendleton ,WV
4572,614,730,Pleasants ,WV
4573,519,690,Pocahontas ,WV
4574,765,879,Preston ,WV
4575,638,840,Putnam ,WV
4576,693,796,Raleigh ,WV
4577,601,690,Randolph ,WV
4578,548,673,Ritchie ,WV
4579,561,644,Roane ,WV
4580,558,644,Summers ,WV
4581,598,687,Taylor ,WV
4582,560,666,Tucker ,WV
4583,561,644,Tyler ,WV
4584,546,706,Upshur ,WV
4585,618,748,Wayne ,WV
4586,549,730,Webster ,WV
4587,538,644,Wetzel ,WV
4588,620,744,Wirt ,WV
4589,620,744,Wood ,WV
4590,542,644,Wyoming ,WV
4591,565,716,Adams ,WI
4592,536,713,Ashland ,WI
4593,559,744,Barron ,WI
4594,586,780,Bayfield ,WI
4595,626,832,Brown ,WI
4596,555,738,Buffalo ,WI
4597,528,702,Burnett ,WI
4598,691,886,Calumet ,WI
4599,613,815,Chippewa ,WI
4600,532,689,Clark ,WI
4601,677,901,Columbia ,WI
4602,522,694,Crawford ,WI
4603,980,1157,Dane ,WI
4604,618,822,Dodge ,WI
4605,621,758,Door ,WI
4606,717,918,Douglas ,WI
4607,587,761,Dunn ,WI
4608,613,815,Eau Claire ,WI
4609,611,813,Florence ,WI
4610,612,786,Fond du Lac ,WI
4611,543,689,Forest ,WI
4612,576,732,Grant ,WI
4613,626,833,Green ,WI
4614,523,695,Green Lake ,WI
4615,617,820,Iowa ,WI
4616,542,689,Iron ,WI
4617,535,689,Jackson ,WI
4618,660,878,Jefferson ,WI
4619,594,761,Juneau ,WI
4620,721,959,Kenosha ,WI
4621,626,832,Kewaunee ,WI
4622,635,844,La Crosse ,WI
4623,532,692,Lafayette ,WI
4624,532,708,Langlade ,WI
4625,561,694,Lincoln ,WI
4626,522,689,Manitowoc ,WI
4627,646,829,Marathon ,WI
4628,526,700,Marinette ,WI
4629,578,769,Marquette ,WI
4630,518,689,Menominee ,WI
4631,789,969,Milwaukee ,WI
4632,628,835,Monroe ,WI
4633,577,701,Oconto ,WI
4634,635,765,Oneida ,WI
4635,691,886,Outagamie ,WI
4636,789,969,Ozaukee ,WI
4637,600,689,Pepin ,WI
4638,923,1164,Pierce ,WI
4639,608,808,Polk ,WI
4640,590,752,Portage ,WI
4641,518,689,Price ,WI
4642,665,885,Racine ,WI
4643,545,725,Richland ,WI
4644,646,834,Rock ,WI
4645,543,722,Rusk ,WI
4646,923,1164,St. Croix ,WI
4647,651,814,Sauk ,WI
4648,611,813,Sawyer ,WI
4649,540,689,Shawano ,WI
4650,626,783,Sheboygan ,WI
4651,537,689,Taylor ,WI
4652,541,720,Trempealeau ,WI
4653,553,735,Vernon ,WI
4654,541,720,Vilas ,WI
4655,683,908,Walworth ,WI
4656,564,750,Washburn ,WI
4657,789,969,Washington ,WI
4658,789,969,Waukesha ,WI
4659,579,722,Waupaca ,WI
4660,555,738,Waushara ,WI
4661,643,816,Winnebago ,WI
4662,542,721,Wood ,WI
4663,645,838,Albany ,WY
4664,536,711,Big Horn ,WY
4665,775,1022,Campbell ,WY
4666,653,864,Carbon ,WY
4667,614,817,Converse ,WY
4668,623,828,Crook ,WY
4669,645,825,Fremont ,WY
4670,595,792,Goshen ,WY
4671,573,731,Hot Springs ,WY
4672,737,980,Johnson ,WY
4673,689,917,Laramie ,WY
4674,678,902,Lincoln ,WY
4675,761,923,Natrona ,WY
4676,537,714,Niobrara ,WY
4677,641,816,Park ,WY
4678,531,706,Platte ,WY
4679,718,941,Sheridan ,WY
4680,750,861,Sublette ,WY
4681,757,928,Sweetwater ,WY
4682,1115,1281,Teton ,WY
4683,589,776,Uinta ,WY
4684,607,697,Washakie ,WY
4685,694,841,Weston ,WY
4686,556,740,American Samoa,AS
4687,807,1073,Guam,GU
4688,546,726,Northern Mariana Islands,MP
4689,357,410,Adjuntas ,PR
4690,374,430,Aguada ,PR
4691,374,430,Aguadilla ,PR
4692,478,577,Aguas Buenas ,PR
4693,337,399,Aibonito ,PR
4694,374,430,Añasco ,PR
4695,350,455,Arecibo ,PR
4696,388,446,Arroyo ,PR
4697,478,577,Barceloneta ,PR
4698,337,399,Barranquitas ,PR
4699,478,577,Bayamón ,PR
4700,365,419,Cabo Rojo ,PR
4701,435,499,Caguas ,PR
4702,350,455,Camuy ,PR
4703,478,577,Canóvanas ,PR
4704,478,577,Carolina ,PR
4705,478,577,Cataño ,PR
4706,435,499,Cayey ,PR
4707,408,543,Ceiba ,PR
4708,337,399,Ciales ,PR
4709,435,499,Cidra ,PR
4710,357,410,Coamo ,PR
4711,478,577,Comerío ,PR
4712,478,577,Corozal ,PR
4713,357,410,Culebra ,PR
4714,478,577,Dorado ,PR
4715,408,543,Fajardo ,PR
4716,478,577,Florida ,PR
4717,340,390,Guánica ,PR
4718,388,446,Guayama ,PR
4719,340,390,Guayanilla ,PR
4720,478,577,Guaynabo ,PR
4721,435,499,Gurabo ,PR
4722,350,455,Hatillo ,PR
4723,421,483,Hormigueros ,PR
4724,478,577,Humacao ,PR
4725,374,430,Isabela ,PR
4726,357,410,Jayuya ,PR
4727,414,475,Juana Díaz ,PR
4728,478,577,Juncos ,PR
4729,365,419,Lajas ,PR
4730,374,430,Lares ,PR
4731,357,410,Las Marías ,PR
4732,478,577,Las Piedras ,PR
4733,478,577,Loíza ,PR
4734,408,543,Luquillo ,PR
4735,478,577,Manatí ,PR
4736,357,410,Maricao ,PR
4737,337,399,Maunabo ,PR
4738,421,483,Mayagüez ,PR
4739,374,430,Moca ,PR
4740,478,577,Morovis ,PR
4741,478,577,Naguabo ,PR
4742,478,577,Naranjito ,PR
4743,337,399,Orocovis ,PR
4744,388,446,Patillas ,PR
4745,340,390,Peñuelas ,PR
4746,414,475,Ponce ,PR
4747,374,429,Quebradillas ,PR
4748,374,430,Rincón ,PR
4749,478,577,Río Grande ,PR
4750,365,419,Sabana Grande ,PR
4751,357,410,Salinas ,PR
4752,365,419,San Germán ,PR
4753,478,577,San Juan ,PR
4754,435,499,San Lorenzo ,PR
4755,374,430,San Sebastián ,PR
4756,357,410,Santa Isabel ,PR
4757,478,577,Toa Alta ,PR
4758,478,577,Toa Baja ,PR
4759,478,577,Trujillo Alto ,PR
4760,325,432,Utuado ,PR
4761,478,577,Vega Alta ,PR
4762,478,577,Vega Baja ,PR
4763,357,410,Vieques ,PR
4764,414,475,Villalba ,PR
4765,478,577,Yabucoa ,PR
4766,340,390,Yauco ,PR
4767,833,1017,St. Croix,VI
4768,1284,1596,St. Joh,VI
4769,921,1152,St. Thomas,VI
