,State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
587,IL,Edwards County ,2301,135994,126,4524,129,4215,3,0.001303780964797914
588,IL,Effingham County ,13874,992355,657,34769,667,29061,10,0.0007207726683004181
589,IL,Fayette County ,7230,387747,386,14139,346,12690,-40,-0.005532503457814661
590,IL,Ford County ,5085,314102,361,17790,325,12353,-36,-0.007079646017699115
591,IL,Franklin County ,13164,687461,726,29408,754,27507,28,0.002127013065937405
592,IL,Fulton County ,12526,691544,575,26920,504,19532,-71,-0.005668210122944276
593,IL,Gallatin County ,1826,98577,85,2695,52,2119,-33,-0.018072289156626505
594,IL,Greene County ,4602,232657,301,14186,183,7155,-118,-0.02564102564102564
595,IL,Grundy County ,19294,1536201,1564,102107,1660,86465,96,0.004975640095366435
596,IL,Hamilton County ,2900,166358,123,4215,108,3973,-15,-0.005172413793103448
597,IL,Hancock County ,6895,395245,431,17377,352,14196,-79,-0.011457577955039884
598,IL,Hardin County ,1259,65745,43,1256,44,1296,1,0.0007942811755361397
599,IL,Henderson County ,2603,136749,139,5309,124,5427,-15,-0.005762581636573185
600,IL,Henry County ,19197,1265884,1115,54253,1045,49694,-70,-0.0036464030838151795
601,IL,Iroquois County ,10777,618084,674,29368,511,23565,-163,-0.015124802820822122
602,IL,Jackson County ,17009,1047522,1868,71563,1403,46889,-465,-0.027338467869951203
603,IL,Jasper County ,3806,220675,125,4710,144,5732,19,0.0049921177088807145
604,IL,Jefferson County ,13248,755908,739,35461,692,30492,-47,-0.003547705314009662
605,IL,Jersey County ,8016,518807,561,22959,487,20713,-74,-0.009231536926147704
606,IL,Jo Daviess County ,9443,608481,602,27047,532,34910,-70,-0.007412898443291327
607,IL,Johnson County ,3938,222997,244,10686,259,18960,15,0.003809040121889284
608,IL,Kane County ,188700,16798538,14199,965543,13752,863889,-447,-0.002368839427662957
609,IL,Kankakee County ,39723,2510057,2175,113634,1931,91892,-244,-0.0061425370692042396
610,IL,Kendall County ,43559,3764550,4392,291445,4631,291977,239,0.005486810991987878
611,IL,Knox County ,18650,1048871,1073,51669,798,34382,-275,-0.014745308310991957
612,IL,Lake County ,262119,34324987,17962,1771734,15377,1338450,-2585,-0.009861932938856016
613,IL,LaSalle County ,43361,2742201,2453,122620,2157,105446,-296,-0.006826410830008533
614,IL,Lawrence County ,4965,268903,314,12415,246,8240,-68,-0.013695871097683786
615,IL,Lee County ,12881,806855,821,40110,800,36904,-21,-0.0016303082058846362
616,IL,Livingston County ,13568,876999,838,38918,752,29251,-86,-0.006338443396226415
617,IL,Logan County ,10077,599285,580,25634,524,20853,-56,-0.005557209486950481
618,IL,McDonough County ,9349,548738,799,26564,579,20309,-220,-0.02353192854850786
619,IL,McHenry County ,119484,10667251,8219,577761,7812,482534,-407,-0.0034063138160757927
620,IL,McLean County ,60405,5080026,4330,288116,3451,193448,-879,-0.014551775515271915
621,IL,Macon County ,38715,2507237,1933,112445,1619,78821,-314,-0.008110551465840114
622,IL,Macoupin County ,16863,993915,936,36329,1055,50634,119,0.007056870070568701
623,IL,Madison County ,100023,7098092,5405,288493,4915,241615,-490,-0.004898873259150395
624,IL,Marion County ,14110,750891,759,32708,642,28912,-117,-0.008291991495393338
625,IL,Marshall County ,4682,287816,336,13826,295,12445,-41,-0.008756941478000855
626,IL,Mason County ,5093,281298,321,12095,253,8704,-68,-0.013351659139996074
627,IL,Massac County ,5000,264743,289,10833,216,10162,-73,-0.0146
628,IL,Menard County ,4803,348553,329,15717,360,17749,31,0.0064542993962107015
629,IL,Mercer County ,6202,393710,386,18426,363,17429,-23,-0.003708481135117704
630,IL,Monroe County ,13711,1230324,734,58124,820,61008,86,0.006272336080519291
631,IL,Montgomery County ,10167,609491,518,23938,501,19934,-17,-0.0016720763253663814
632,IL,Morgan County ,12485,753863,824,37687,593,23176,-231,-0.018502202643171806
633,IL,Moultrie County ,5292,365201,400,15913,356,15766,-44,-0.008314436885865457
634,IL,Ogle County ,20000,1357017,1296,63323,1269,62221,-27,-0.00135
635,IL,Peoria County ,68400,5294963,4839,387251,3825,190852,-1014,-0.014824561403508772
636,IL,Perry County ,7080,385757,398,14587,321,15162,-77,-0.010875706214689265
637,IL,Piatt County ,6276,485942,448,23947,469,28450,21,0.0033460803059273425
638,IL,Pike County ,5599,295177,233,8958,203,7685,-30,-0.005358099660653688
639,IL,Pope County ,1269,61789,98,3572,65,2876,-33,-0.026004728132387706
640,IL,Pulaski County ,1862,84350,134,4615,91,2789,-43,-0.02309344790547798
641,IL,Putnam County ,2346,161095,145,6391,162,7221,17,0.007246376811594203
642,IL,Randolph County ,10975,655467,600,28627,499,20132,-101,-0.009202733485193623
643,IL,Richland County ,5913,318411,324,13407,264,10168,-60,-0.010147133434804667
644,IL,Rock Island County ,55661,3434071,3348,194678,3088,145826,-260,-0.004671134187312481
645,IL,St. Clair County ,94392,6301709,6366,372163,5866,290159,-500,-0.00529705907280278
646,IL,Saline County ,8194,463576,416,17549,371,13035,-45,-0.005491823285330729
647,IL,Sangamon County ,79580,6127960,4114,229595,3482,167786,-632,-0.007941693892937925
648,IL,Schuyler County ,2551,142299,159,5788,120,4709,-39,-0.01528812230497844
649,IL,Scott County ,1907,113752,95,3316,108,3717,13,0.0068169900367068695
650,IL,Shelby County ,8156,478710,504,21811,454,20679,-50,-0.006130456105934282
651,IL,Stark County ,2111,125789,109,4329,107,4278,-2,-0.0009474182851729038
652,IL,Stephenson County ,17850,1016895,950,47899,819,29809,-131,-0.007338935574229692
653,IL,Tazewell County ,50926,3735323,3061,188807,2727,143037,-334,-0.006558535914856851
654,IL,Union County ,6215,345137,291,11964,243,10156,-48,-0.0077232502011263075
655,IL,Vermilion County ,26712,1410354,1338,57119,1065,38107,-273,-0.010220125786163521
656,IL,Wabash County ,4132,273060,219,8364,183,6713,-36,-0.008712487899322363
657,IL,Warren County ,6235,347080,422,18909,351,14150,-71,-0.011387329591018444
658,IL,Washington County ,5565,367738,333,14781,297,15165,-36,-0.00646900269541779
659,IL,Wayne County ,5979,309876,266,10740,261,10381,-5,-0.0008362602441879914
660,IL,White County ,5016,296719,257,10660,254,10058,-3,-0.0005980861244019139
661,IL,Whiteside County ,22472,1308511,1004,45531,982,40787,-22,-0.000978996084015664
662,IL,Will County ,254130,22579388,18261,1310194,17147,1096664,-1114,-0.004383583205446032
663,IL,Williamson County ,23724,1452223,1569,72525,1524,69916,-45,-0.0018968133535660092
664,IL,Winnebago County ,107505,6754568,5678,330770,5067,223559,-611,-0.005683456583414725
665,IL,Woodford County ,14144,1251241,946,62862,910,53631,-36,-0.0025452488687782806
666,IN,Adams County ,12371,719645,582,23350,493,18035,-89,-0.007194244604316547
667,IN,Allen County ,141172,9656640,6552,392110,6826,343372,274,0.0019408947950018418
668,IN,Bartholomew County ,30783,2326750,2217,134015,2168,116938,-49,-0.0015917876750154306
669,IN,Benton County ,3188,161979,225,8079,274,10285,49,0.015370138017565873
670,IN,Blackford County ,4498,215717,321,11760,263,9278,-58,-0.012894619831036016
671,IN,Boone County ,23604,3072365,2267,214687,2489,251281,222,0.009405185561769192
672,IN,Brown County ,5939,376777,493,24019,560,31228,67,0.011281360498400405
673,IN,Carroll County ,7507,443452,561,23900,624,28325,63,0.008392167310510191
674,IN,Cass County ,14105,726561,822,33806,762,27957,-60,-0.004253810705423609
675,IN,Clark County ,43898,2658733,3443,167010,3702,173444,259,0.005900041004145974
676,IN,Clay County ,9384,511923,646,25509,704,29296,58,0.00618073316283035
677,IN,Clinton County ,11990,639826,754,32476,740,27459,-14,-0.0011676396997497916
678,IN,Crawford County ,3567,167219,280,10429,309,12948,29,0.008130081300813009
679,IN,Daviess County ,11484,686658,555,21252,538,19500,-17,-0.0014803204458376871
680,IN,Dearborn County ,19162,1326993,1284,64128,1220,61752,-64,-0.003339943638451101
681,IN,Decatur County ,10089,583860,695,29994,686,30476,-9,-0.0008920606601248885
682,IN,DeKalb County ,16289,1008141,1125,51108,1191,49491,66,0.00405181410768003
683,IN,Delaware County ,37478,2058404,2665,108836,2131,81021,-534,-0.014248359037301884
684,IN,Dubois County ,17435,1358358,812,41046,754,30078,-58,-0.0033266418124462288
685,IN,Elkhart County ,73857,5229975,4043,220939,3940,191600,-103,-0.0013945868367250228
686,IN,Fayette County ,8067,392389,400,17589,428,15294,28,0.003470930953266394
687,IN,Floyd County ,29159,2406583,2535,137124,2831,146894,296,0.010151239754449742
688,IN,Fountain County ,6111,320647,427,18333,447,18603,20,0.003272786777941417
689,IN,Franklin County ,8396,571270,584,24953,519,26793,-65,-0.007741781800857551
690,IN,Fulton County ,7362,421599,482,19293,492,18809,10,0.0013583265417006249
691,IN,Gibson County ,12568,773991,760,37314,663,29135,-97,-0.007718014003819223
692,IN,Grant County ,23225,1170734,1272,53258,1073,40227,-199,-0.008568353067814855
693,IN,Greene County ,11309,616672,705,28380,686,28885,-19,-0.0016800778141303388
694,IN,Hamilton County ,115104,15313766,9773,836451,11945,1018223,2172,0.018869891576313594
695,IN,Hancock County ,28337,2210812,2360,142147,2917,172937,557,0.019656279775558456
696,IN,Harrison County ,14526,881057,928,44678,1065,50439,137,0.009431364449951811
697,IN,Hendricks County ,59416,4914037,5204,299206,6224,337156,1020,0.017167093038912076
698,IN,Henry County ,17240,908640,1065,44151,1131,45658,66,0.00382830626450116
699,IN,Howard County ,32132,1878569,1824,83284,1876,76121,52,0.0016183244118013196
700,IN,Huntington County ,14106,784184,840,38622,866,40240,26,0.0018431872961860202
701,IN,Jackson County ,16758,963935,1036,43395,973,38169,-63,-0.0037593984962406013
702,IN,Jasper County ,11908,737397,800,37004,797,36462,-3,-0.0002519314746388982
703,IN,Jay County ,7529,353918,400,12801,324,10297,-76,-0.010094302032142382
704,IN,Jefferson County ,11558,674626,657,29100,704,27664,47,0.004066447482263367
705,IN,Jennings County ,10057,503366,714,25944,650,22856,-64,-0.00636372675748235
706,IN,Johnson County ,55788,4355702,5396,306778,5869,299139,473,0.008478525847852584
707,IN,Knox County ,12937,762394,706,26744,707,26209,1,7.729767334003247e-05
708,IN,Kosciusko County ,30138,2079272,1992,133031,1924,103017,-68,-0.002256287743048643
709,IN,LaGrange County ,13407,856136,868,45407,750,42280,-118,-0.008801372417393899
710,IN,Lake County ,179437,11420320,9978,469161,10193,488147,215,0.0011981921231407123
711,IN,LaPorte County ,40662,2385776,2111,130364,2214,128768,103,0.0025330775662780977
712,IN,Lawrence County ,16848,911201,794,33849,828,33751,34,0.0020180436847103515
713,IN,Madison County ,46779,2493471,2799,115562,2729,108799,-70,-0.001496397956347934
714,IN,Marion County ,347881,21470872,28032,1595362,25767,1253162,-2265,-0.006510847100014085
715,IN,Marshall County ,17114,1030021,1095,57924,981,47419,-114,-0.006661213041953956
716,IN,Martin County ,3741,208185,206,9665,199,8468,-7,-0.0018711574445335472
717,IN,Miami County ,12135,615609,852,32508,809,29893,-43,-0.0035434693036670785
718,IN,Monroe County ,43347,3170977,4493,220268,3725,177125,-768,-0.017717489099591668
719,IN,Montgomery County ,14135,790462,836,38702,763,30880,-73,-0.005164485320127344
720,IN,Morgan County ,26081,1727418,2060,103343,2208,110241,148,0.005674629040297535
721,IN,Newton County ,5205,293817,402,15629,384,18877,-18,-0.00345821325648415
722,IN,Noble County ,17214,977139,1218,53217,1285,57369,67,0.0038921807830835367
723,IN,Ohio County ,2192,124650,159,7227,171,8325,12,0.005474452554744526
724,IN,Orange County ,6833,329306,361,14763,369,12836,8,0.0011707888189667788
725,IN,Owen County ,7459,386475,568,22948,595,25855,27,0.003619788175358627
726,IN,Parke County ,5471,288887,352,13552,360,15969,8,0.0014622555291537195
727,IN,Perry County ,6827,381203,325,13220,329,11924,4,0.0005859088911674235
728,IN,Pike County ,4512,251698,264,9462,259,12490,-5,-0.0011081560283687944
729,IN,Porter County ,63902,5240688,4332,244133,4651,275448,319,0.004992019029138368
730,IN,Posey County ,9530,709841,642,33119,610,33916,-32,-0.0033578174186778592
731,IN,Pulaski County ,4567,254912,311,12506,316,10763,5,0.0010948105977665863
732,IN,Putnam County ,12428,730620,1008,46403,986,44886,-22,-0.001770196330865787
733,IN,Randolph County ,9269,433071,597,20168,485,16995,-112,-0.012083288380623584
734,IN,Ripley County ,10540,650165,705,34189,807,34871,102,0.00967741935483871
735,IN,Rush County ,6267,354577,441,17157,439,18032,-2,-0.00031913196106590075
736,IN,St. Joseph County ,98529,6544958,6161,352847,5751,294566,-410,-0.004161211419988024
737,IN,Scott County ,8113,416326,602,22996,552,21720,-50,-0.006162948354492789
738,IN,Shelby County ,16679,1035640,1149,52665,1210,52382,61,0.0036572936027339767
739,IN,Spencer County ,7575,545439,458,20315,460,20802,2,0.000264026402640264
740,IN,Starke County ,8123,415100,552,19833,558,22691,6,0.000738643358365136
741,IN,Steuben County ,12791,800797,915,45506,990,67187,75,0.005863497771870846
742,IN,Sullivan County ,6858,375477,430,16230,399,14683,-31,-0.004520268299795859
743,IN,Switzerland County ,3254,157453,227,9548,246,11523,19,0.005838967424708051
744,IN,Tippecanoe County ,58397,4388178,5063,246847,4339,211874,-724,-0.012397897152250972
745,IN,Tipton County ,5878,383716,442,19346,473,21745,31,0.005273902687989112
746,IN,Union County ,2611,132093,208,6899,167,6645,-41,-0.015702795863653772
747,IN,Vanderburgh County ,67059,4258970,4226,217009,4017,184555,-209,-0.003116658464933864
748,IN,Vermillion County ,5766,303632,343,11994,360,12661,17,0.0029483177245924383
749,IN,Vigo County ,35904,2043066,2400,106523,1970,80058,-430,-0.01197638146167558
750,IN,Wabash County ,11942,708532,674,32333,623,25274,-51,-0.004270641433595713
751,IN,Warren County ,3116,192736,194,9772,201,10418,7,0.002246469833119384
752,IN,Warrick County ,22941,2081618,1741,105982,1874,118067,133,0.0057974804934396934
753,IN,Washington County ,9796,476591,533,20429,669,28571,136,0.013883217639853002
754,IN,Wayne County ,24099,1224508,1243,56284,1141,45947,-102,-0.004232540769326528
755,IN,Wells County ,10567,654915,671,29122,668,27617,-3,-0.00028390271600264974
756,IN,White County ,9271,523207,772,33002,668,31632,-104,-0.011217775860209256
757,IN,Whitley County ,13259,916344,871,40142,941,46818,70,0.005279432838072253
758,IA,Adair County ,2761,149122,151,5757,167,6431,16,0.005795001810938066
759,IA,Adams County ,1441,74421,94,3765,69,2696,-25,-0.01734906315058987
760,IA,Allamakee County ,5441,279816,260,10711,239,10537,-21,-0.003859584635177357
761,IA,Appanoose County ,4383,210402,206,7834,197,8491,-9,-0.002053388090349076
762,IA,Audubon County ,2175,133139,97,4970,92,3426,-5,-0.0022988505747126436
763,IA,Benton County ,9616,682239,611,29462,604,28781,-7,-0.0007279534109816972
764,IA,Black Hawk County ,46826,3191971,2880,147202,2427,112220,-453,-0.009674112672446932
765,IA,Boone County ,10027,707752,750,35743,721,35429,-29,-0.002892191084073003
766,IA,Bremer County ,8900,679615,569,28138,607,29971,38,0.004269662921348315
767,IA,Buchanan County ,7562,473578,410,17968,437,19341,27,0.003570483998942079
768,IA,Buena Vista County ,7500,478745,635,25487,464,17437,-171,-0.0228
769,IA,Butler County ,5528,337343,307,12492,274,11644,-33,-0.005969609261939218
770,IA,Calhoun County ,3639,213579,227,10140,188,8659,-39,-0.010717230008244023
771,IA,Carroll County ,8027,604628,449,22007,385,16523,-64,-0.007973090818487604
772,IA,Cass County ,5091,284558,270,11191,278,12131,8,0.001571400510705166
773,IA,Cedar County ,7063,387343,494,26138,492,23944,-2,-0.0002831657935721365
774,IA,Cerro Gordo County ,16429,1133139,1033,51890,897,45961,-136,-0.008278044920567289
775,IA,Cherokee County ,4637,282345,221,10982,211,8265,-10,-0.0021565667457407807
776,IA,Chickasaw County ,4678,299165,244,9052,203,7691,-41,-0.008764429243266354
777,IA,Clarke County ,3355,176801,247,11028,251,11152,4,0.0011922503725782414
778,IA,Clay County ,6381,439750,440,20651,384,17307,-56,-0.008776053910045448
779,IA,Clayton County ,6920,388860,335,12586,366,17395,31,0.004479768786127168
780,IA,Clinton County ,17721,1058372,1031,45746,921,39616,-110,-0.006207324643078833
781,IA,Crawford County ,6241,354185,388,15219,323,11859,-65,-0.010414997596539017
782,IA,Dallas County ,30754,3635281,3617,278590,4672,335788,1055,0.03430448071795539
783,IA,Davis County ,2838,148986,159,8299,129,6003,-30,-0.010570824524312896
784,IA,Decatur County ,2409,141820,193,7289,154,5682,-39,-0.0161892901618929
785,IA,Delaware County ,6661,393378,319,14583,349,16718,30,0.004503828254015914
786,IA,Des Moines County ,15116,921447,849,40961,746,32456,-103,-0.006813971950251389
787,IA,Dickinson County ,7095,588907,491,33896,550,37610,59,0.008315715292459478
788,IA,Dubuque County ,37647,2877694,1807,150923,1641,83123,-166,-0.004409381889659203
789,IA,Emmet County ,3492,199848,222,8936,176,6187,-46,-0.013172966781214204
790,IA,Fayette County ,7130,383804,474,17700,435,15739,-39,-0.00546984572230014
791,IA,Floyd County ,5798,347821,407,18126,354,14154,-53,-0.009141083132114522
792,IA,Franklin County ,3594,217979,215,9273,170,6542,-45,-0.012520868113522538
793,IA,Fremont County ,2528,155351,157,6639,176,7470,19,0.007515822784810127
794,IA,Greene County ,3378,191512,190,8535,163,6470,-27,-0.007992895204262877
795,IA,Grundy County ,4657,383735,287,16044,278,12633,-9,-0.001932574618853339
796,IA,Guthrie County ,4032,280275,294,13259,330,18268,36,0.008928571428571428
797,IA,Hamilton County ,5652,386420,335,16450,334,15265,-1,-0.00017692852087756547
798,IA,Hancock County ,4152,258803,237,9598,217,8893,-20,-0.004816955684007707
799,IA,Hardin County ,6186,338942,419,20355,364,15925,-55,-0.008891044293566117
800,IA,Harrison County ,5318,332295,302,13389,300,15248,-2,-0.000376081233546446
801,IA,Henry County ,7019,408239,461,19213,413,17438,-48,-0.006838580994443653
802,IA,Howard County ,3661,195280,165,8250,209,9224,44,0.012018574160065555
803,IA,Humboldt County ,3598,247059,196,9110,196,9487,0,0.0
804,IA,Ida County ,2670,191511,151,6615,151,6344,0,0.0
805,IA,Iowa County ,6407,425625,364,17052,412,19900,48,0.007491805837365382
806,IA,Jackson County ,7689,433940,411,15215,387,16102,-24,-0.0031213421771361686
807,IA,Jasper County ,13373,863354,922,45881,942,45623,20,0.0014955507365587378
808,IA,Jefferson County ,5795,351551,436,18167,430,9155,-6,-0.0010353753235547887
809,IA,Johnson County ,49874,4380931,4919,289521,4194,228449,-725,-0.014536632313429844
810,IA,Jones County ,7378,455080,445,20278,410,20641,-35,-0.004743833017077799
811,IA,Keokuk County ,3663,192784,207,8456,211,7959,4,0.001092001092001092
812,IA,Kossuth County ,5981,378468,355,16874,333,14500,-22,-0.003678314663099816
813,IA,Lee County ,12558,723501,630,27287,549,22075,-81,-0.006450071667462972
814,IA,Linn County ,85638,6763789,4768,346197,4750,245263,-18,-0.00021018706648917536
815,IA,Louisa County ,4011,235353,262,9580,247,10606,-15,-0.0037397157816005983
816,IA,Lucas County ,3119,167759,176,7119,162,6747,-14,-0.004488618146841937
817,IA,Lyon County ,4218,285299,161,6966,161,7124,0,0.0
818,IA,Madison County ,5638,449048,453,24230,483,30662,30,0.005321035828307911
819,IA,Mahaska County ,7586,494659,517,23268,427,19285,-90,-0.011863959926179805
820,IA,Marion County ,11891,925276,726,38122,735,39768,9,0.0007568749474392397
821,IA,Marshall County ,14405,890149,934,42598,793,31629,-141,-0.009788267962513017
822,IA,Mills County ,5326,398026,361,18823,364,19693,3,0.0005632745024408562
823,IA,Mitchell County ,3912,237062,183,10637,224,9690,41,0.010480572597137014
824,IA,Monona County ,3321,188009,200,8140,163,7637,-37,-0.011141222523336344
825,IA,Monroe County ,2692,147405,140,5087,171,7694,31,0.011515601783060922
826,IA,Montgomery County ,3735,208313,269,12192,227,9268,-42,-0.011244979919678716
827,IA,Muscatine County ,16287,1067535,1005,52058,871,37814,-134,-0.00822742064223
828,IA,O'Brien County ,5330,357006,348,12903,309,12698,-39,-0.007317073170731708
829,IA,Osceola County ,2314,126078,145,7125,123,4742,-22,-0.00950734658599827
830,IA,Page County ,5164,296709,352,14494,268,12768,-84,-0.016266460108443067
831,IA,Palo Alto County ,3408,186949,208,8707,179,7128,-29,-0.008509389671361502
832,IA,Plymouth County ,9593,711232,631,33995,562,25574,-69,-0.007192744709684145
833,IA,Pocahontas County ,2645,152709,194,7460,134,5902,-60,-0.022684310018903593
834,IA,Polk County ,179333,15111284,12375,746798,13343,758910,968,0.0053977795497761145
835,IA,Pottawattamie County ,33624,2192393,2130,101089,1997,92374,-133,-0.003955507970497264
836,IA,Poweshiek County ,6600,429784,515,27863,488,26823,-27,-0.004090909090909091
837,IA,Ringgold County ,1647,77506,81,3015,87,4728,6,0.0036429872495446266
838,IA,Sac County ,3860,237337,210,8446,172,7749,-38,-0.009844559585492229
839,IA,Scott County ,64590,5373710,4132,287251,3905,217336,-227,-0.0035144759250657995
840,IA,Shelby County ,4586,311209,273,12339,254,10491,-19,-0.004143044047099869
841,IA,Sioux County ,11549,864591,550,26509,488,26597,-62,-0.005368430167114036
842,IA,Story County ,28254,2344935,3146,151846,2492,123332,-654,-0.02314716500318539
843,IA,Tama County ,6526,378592,459,20220,378,16397,-81,-0.012411890897946675
844,IA,Taylor County ,2186,104068,136,5725,129,5798,-7,-0.003202195791399817
845,IA,Union County ,4399,238774,289,13329,232,8571,-57,-0.012957490338713344
846,IA,Van Buren County ,2511,133071,173,6285,128,6023,-45,-0.017921146953405017
847,IA,Wapello County ,12085,664325,875,35212,794,29085,-81,-0.006702523789822093
848,IA,Warren County ,18188,1554803,1413,75097,1634,89905,221,0.012150868704640423
849,IA,Washington County ,8429,530665,516,23034,486,25258,-30,-0.003559141060624036
850,IA,Wayne County ,2178,115569,102,3962,105,3829,3,0.0013774104683195593
851,IA,Webster County ,12817,795486,832,37730,675,27874,-157,-0.012249356323632676
852,IA,Winnebago County ,4057,242816,318,13255,247,8904,-71,-0.017500616218880948
853,IA,Winneshiek County ,7791,490697,410,19655,359,18233,-51,-0.006546014632268001
854,IA,Woodbury County ,36667,2251500,2159,108078,2206,79792,47,0.0012818065290315542
855,IA,Worth County ,2865,168314,193,6875,177,6868,-16,-0.005584642233856894
856,IA,Wright County ,4647,265328,285,12539,243,9946,-42,-0.009038089089735314
857,KS,Allen County ,4669,235394,289,10499,276,8526,-13,-0.00278432212465196
858,KS,Anderson County ,2696,132852,163,5767,136,5843,-27,-0.010014836795252226
859,KS,Atchison County ,5297,309414,413,18669,338,17282,-75,-0.014158957900698509
860,KS,Barber County ,1696,81079,93,3528,82,3728,-11,-0.006485849056603774
861,KS,Barton County ,9564,532381,584,29052,397,18273,-187,-0.019552488498536177
862,KS,Bourbon County ,4906,225043,306,10131,279,9741,-27,-0.00550346514472075
863,KS,Brown County ,3464,186095,217,11587,158,4427,-59,-0.017032332563510392
864,KS,Butler County ,22244,1677009,1791,108648,1867,101193,76,0.0034166516813522747
865,KS,Chase County ,957,47049,57,1921,33,1805,-24,-0.025078369905956112
866,KS,Chautauqua County ,1069,53070,64,2905,42,1993,-22,-0.0205799812909261
867,KS,Cherokee County ,6497,342825,504,17424,476,15926,-28,-0.004309681391411421
868,KS,Cheyenne County ,977,40659,25,1433,44,1774,19,0.019447287615148412
869,KS,Clark County ,707,39248,33,1881,47,2490,14,0.019801980198019802
870,KS,Clay County ,3053,158980,181,8043,214,9700,33,0.010809040288241074
871,KS,Cloud County ,3168,153779,224,6649,183,7263,-41,-0.012941919191919192
872,KS,Coffey County ,3157,195485,203,13326,159,7573,-44,-0.013937282229965157
873,KS,Comanche County ,641,30234,27,1372,20,1062,-7,-0.0109204368174727
874,KS,Cowley County ,11781,661904,765,28876,646,27858,-119,-0.010101010101010102
875,KS,Crawford County ,12277,765925,1003,35535,793,30388,-210,-0.017105155982731938
876,KS,Decatur County ,1110,45410,39,1869,64,2181,25,0.02252252252252252
877,KS,Dickinson County ,6963,380769,568,24116,518,22259,-50,-0.007180812868016659
878,KS,Doniphan County ,2608,147657,170,6073,156,5476,-14,-0.005368098159509203
879,KS,Douglas County ,38652,2886843,3909,196567,3509,181475,-400,-0.01034875297526648
880,KS,Edwards County ,1102,58170,65,2632,51,1781,-14,-0.012704174228675136
881,KS,Elk County ,877,37647,50,2118,45,1670,-5,-0.005701254275940707
882,KS,Ellis County ,10140,641060,803,37243,635,24182,-168,-0.016568047337278107
883,KS,Ellsworth County ,2119,116333,125,4567,102,3281,-23,-0.010854176498348278
884,KS,Finney County ,13272,769669,1005,41280,816,30684,-189,-0.014240506329113924
885,KS,Ford County ,11694,630707,966,40099,579,22318,-387,-0.03309389430477168
886,KS,Franklin County ,9225,534194,733,34129,678,29112,-55,-0.005962059620596206
887,KS,Geary County ,10922,526144,3663,146485,3356,128843,-307,-0.02810840505401941
888,KS,Gove County ,1042,46028,51,2225,45,1486,-6,-0.005758157389635317
889,KS,Graham County ,991,44442,52,1452,43,1367,-9,-0.009081735620585268
890,KS,Grant County ,2406,144505,196,9047,120,3973,-76,-0.03158769742310889
891,KS,Gray County ,2105,123631,116,4485,83,4002,-33,-0.015676959619952493
892,KS,Greeley County ,482,26103,31,1638,-1,-1,-32,-0.06639004149377593
893,KS,Greenwood County ,2190,105504,98,3703,91,4111,-7,-0.0031963470319634705
894,KS,Hamilton County ,809,16825,44,1642,24,946,-20,-0.024721878862793572
895,KS,Harper County ,2022,97478,95,3787,105,3399,10,0.004945598417408506
896,KS,Harvey County ,12167,746190,903,43703,851,40000,-52,-0.004273855510807923
897,KS,Haskell County ,1337,81499,97,5163,51,2109,-46,-0.0344053851907255
898,KS,Hodgeman County ,669,35846,37,1721,29,1112,-8,-0.01195814648729447
899,KS,Jackson County ,4845,272116,330,14695,292,13486,-38,-0.00784313725490196
900,KS,Jefferson County ,6752,430067,536,26805,598,31464,62,0.009182464454976303
901,KS,Jewell County ,1196,54306,41,1104,47,1607,6,0.005016722408026756
902,KS,Johnson County ,223074,25929982,16761,1299257,18127,1191520,1366,0.006123528515201234
903,KS,Kearny County ,1380,79269,101,5179,64,2532,-37,-0.02681159420289855
904,KS,Kingman County ,2736,148599,181,16685,191,8596,10,0.003654970760233918
905,KS,Kiowa County ,820,49802,44,1694,52,2905,8,0.00975609756097561
906,KS,Labette County ,7246,345331,478,18754,386,14604,-92,-0.01269666022633177
907,KS,Lane County ,660,28969,28,1268,40,1423,12,0.01818181818181818
908,KS,Leavenworth County ,25383,1826649,3008,186414,3056,192464,48,0.001891029429145491
909,KS,Lincoln County ,1148,51783,58,1343,47,1500,-11,-0.009581881533101045
910,KS,Linn County ,3355,175108,276,10732,251,14276,-25,-0.007451564828614009
911,KS,Logan County ,1091,61163,59,2067,61,2498,2,0.0018331805682859762
912,KS,Lyon County ,11452,628499,784,30014,650,26499,-134,-0.011701012923506811
913,KS,McPherson County ,11025,750992,720,34998,668,33935,-52,-0.00471655328798186
914,KS,Marion County ,4244,233042,297,13779,238,10663,-59,-0.013901979264844487
915,KS,Marshall County ,3994,239076,162,6671,155,5384,-7,-0.0017526289434151227
916,KS,Meade County ,1449,93898,105,5245,88,4768,-17,-0.011732229123533472
917,KS,Miami County ,11694,933051,973,52636,1016,66103,43,0.0036770993671968533
918,KS,Mitchell County ,2365,123098,120,5331,84,2875,-36,-0.01522198731501057
919,KS,Montgomery County ,10395,534447,692,26827,594,22306,-98,-0.009427609427609427
920,KS,Morris County ,2047,110628,102,4362,129,6140,27,0.013190034196384953
921,KS,Morton County ,1015,62347,84,3284,50,2069,-34,-0.033497536945812804
922,KS,Nemaha County ,3955,278977,164,8321,159,6446,-5,-0.0012642225031605564
923,KS,Neosho County ,5529,285730,340,10696,305,9836,-35,-0.006330258636281425
924,KS,Ness County ,1134,60984,49,1859,46,1876,-3,-0.0026455026455026454
