,State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
1605,NE,Johnson County ,1627,82198,90,3548,74,2869,-16,-0.009834050399508297
1606,NE,Kearney County ,2420,161781,186,7657,168,6505,-18,-0.00743801652892562
1607,NE,Keith County ,3082,170055,200,8226,193,10193,-7,-0.0022712524334847503
1608,NE,Keya Paha County ,301,13201,-1,-1,-1,-1,0,0.0
1609,NE,Kimball County ,1226,60620,84,3839,99,3793,15,0.012234910277324634
1610,NE,Knox County ,3147,157207,145,7029,124,6057,-21,-0.00667302192564347
1611,NE,Lancaster County ,114830,8599512,6404,342516,6038,315537,-366,-0.0031873203866585385
1612,NE,Lincoln County ,12989,808316,788,38940,743,31054,-45,-0.0034644699360997767
1613,NE,Logan County ,253,11987,29,1271,-1,-1,-30,-0.11857707509881422
1614,NE,Loup County ,217,7019,23,831,21,1365,-2,-0.009216589861751152
1615,NE,McPherson County ,166,7622,-1,-1,-1,-1,0,0.0
1616,NE,Madison County ,12897,829757,1006,44227,832,36484,-174,-0.01349150965340777
1617,NE,Merrick County ,2768,152963,168,7567,182,8567,14,0.0050578034682080926
1618,NE,Morrill County ,1664,85344,110,4226,96,3965,-14,-0.008413461538461538
1619,NE,Nance County ,1276,55869,70,2844,66,2617,-4,-0.003134796238244514
1620,NE,Nemaha County ,2350,153961,140,7350,149,6443,9,0.003829787234042553
1621,NE,Nuckolls County ,1636,82817,63,3118,61,2879,-2,-0.0012224938875305623
1622,NE,Otoe County ,5923,423319,428,21280,404,21387,-24,-0.0040520006753334455
1623,NE,Pawnee County ,996,48209,41,1706,41,1055,0,0.0
1624,NE,Perkins County ,1062,55647,28,1321,42,1892,14,0.013182674199623353
1625,NE,Phelps County ,3386,227335,258,12098,191,8005,-67,-0.019787359716479623
1626,NE,Pierce County ,2685,163020,155,6133,146,6290,-9,-0.0033519553072625698
1627,NE,Platte County ,13120,850423,841,40405,720,31749,-121,-0.009222560975609756
1628,NE,Polk County ,2010,132657,127,5570,111,4585,-16,-0.007960199004975124
1629,NE,Red Willow County ,3816,222883,249,10144,230,10055,-19,-0.004979035639412998
1630,NE,Richardson County ,3040,167749,152,5201,110,4430,-42,-0.01381578947368421
1631,NE,Rock County ,502,22159,35,1294,29,1152,-6,-0.01195219123505976
1632,NE,Saline County ,5059,293255,377,16281,360,15711,-17,-0.0033603478948408777
1633,NE,Sarpy County ,64713,5416264,6982,415062,7627,426080,645,0.009967085438783552
1634,NE,Saunders County ,7843,602478,595,31876,643,44666,48,0.006120107101874283
1635,NE,Scotts Bluff County ,12879,729436,793,34164,668,28508,-125,-0.009705722493982452
1636,NE,Seward County ,6026,461173,405,17881,383,18614,-22,-0.0036508463325589115
1637,NE,Sheridan County ,1858,78689,128,7694,90,3352,-38,-0.02045209903121636
1638,NE,Sherman County ,1167,46212,86,2903,59,2403,-27,-0.02313624678663239
1639,NE,Sioux County ,401,15764,-1,-1,-1,-1,0,0.0
1640,NE,Stanton County ,2106,118541,177,7398,150,6390,-27,-0.01282051282051282
1641,NE,Thayer County ,1955,118949,87,3323,83,3114,-4,-0.0020460358056265983
1642,NE,Thomas County ,245,11253,23,894,-1,-1,-24,-0.09795918367346938
1643,NE,Thurston County ,2114,99307,112,3280,112,3589,0,0.0
1644,NE,Valley County ,1562,60263,70,2982,80,2083,10,0.006402048655569782
1645,NE,Washington County ,7585,662291,558,32122,664,44953,106,0.013974950560316415
1646,NE,Wayne County ,2901,195316,249,8760,200,8864,-49,-0.016890727335401586
1647,NE,Webster County ,1265,61735,82,2847,71,2493,-11,-0.008695652173913044
1648,NE,Wheeler County ,304,13276,26,915,-1,-1,-27,-0.08881578947368421
1649,NE,York County ,5151,347798,366,17060,287,12563,-79,-0.015336827800427102
1650,NV,Churchill County ,8550,489626,919,43486,1025,49417,106,0.01239766081871345
1651,NV,Clark County ,796439,57282761,38284,2175811,53538,3777011,15254,0.019152753694884353
1652,NV,Douglas County ,20595,1957553,1726,126105,2163,210424,437,0.02121874241320709
1653,NV,Elko County ,17906,1405998,1383,84200,1358,78629,-25,-0.0013961800513794258
1654,NV,Esmeralda County ,283,14434,26,956,40,1816,14,0.04946996466431095
1655,NV,Eureka County ,556,38167,26,2961,78,4974,52,0.09352517985611511
1656,NV,Humboldt County ,5853,416941,485,29518,481,23434,-4,-0.0006834102169827439
1657,NV,Lander County ,1840,143296,172,9332,139,6988,-33,-0.017934782608695653
1658,NV,Lincoln County ,1313,77372,78,3613,108,5967,30,0.02284843869002285
1659,NV,Lyon County ,19652,1035138,2048,101840,2926,146612,878,0.044677386525544475
1660,NV,Mineral County ,1488,71723,116,5637,116,3806,0,0.0
1661,NV,Nye County ,14356,776985,1233,58992,2032,112840,799,0.05565617163555308
1662,NV,Pershing County ,1523,89418,132,7111,145,5868,13,0.008535784635587657
1663,NV,Storey County ,1489,103314,161,7260,240,20234,79,0.05305574210879785
1664,NV,Washoe County ,178496,16003020,10402,693684,13133,1186613,2731,0.015300062746504124
1665,NV,White Pine County ,3036,188115,247,13361,238,10233,-9,-0.0029644268774703555
1666,NH,Belknap County ,25725,2046114,2076,131642,2226,203653,150,0.0058309037900874635
1667,NH,Carroll County ,20715,1732343,1397,84791,1689,172857,292,0.01409606565290852
1668,NH,Cheshire County ,29945,2173431,1915,117694,1942,119683,27,0.0009016530305560194
1669,NH,Coos County ,11832,618605,686,29568,844,45447,158,0.013353617308992562
1670,NH,Grafton County ,34672,3202363,3249,213787,3169,223098,-80,-0.0023073373327180432
1671,NH,Hillsborough County ,167702,15064886,11580,863493,11713,780878,133,0.0007930734278660958
1672,NH,Merrimack County ,59085,4896308,4614,382389,5038,310543,424,0.007176102225607176
1673,NH,Rockingham County ,129670,13621666,9769,837564,10379,882097,610,0.0047042492480913085
1674,NH,Strafford County ,48732,3658635,4053,249947,4340,270876,287,0.005889354017893787
1675,NH,Sullivan County ,17082,1244456,1176,60448,1280,90884,104,0.0060882800608828
1676,NJ,Atlantic County ,104271,6580548,5237,299417,4752,298660,-485,-0.004651341216637416
1677,NJ,Bergen County ,366405,50532345,22824,2546073,20704,2138024,-2120,-0.005785947244169703
1678,NJ,Burlington County ,175353,16304726,11794,835003,11709,751995,-85,-0.0004847365029397843
1679,NJ,Camden County ,190601,14773259,12351,785838,11857,686409,-494,-0.0025918017219217107
1680,NJ,Cape May County ,38666,2799637,2535,170186,2369,214104,-166,-0.004293177468577045
1681,NJ,Cumberland County ,52438,2926656,2572,116872,2000,96687,-572,-0.010908120065601282
1682,NJ,Essex County ,285587,29889325,21129,1779338,18948,1454366,-2181,-0.007636902239947897
1683,NJ,Gloucester County ,109819,9287288,7063,439797,6763,386625,-300,-0.0027317677268960745
1684,NJ,Hudson County ,259098,20659718,27819,2821664,25347,2203853,-2472,-0.009540791515179585
1685,NJ,Hunterdon County ,49911,7333334,3435,475423,3335,315983,-100,-0.0020035663480996173
1686,NJ,Mercer County ,136411,15814379,9782,991895,8591,682190,-1191,-0.008730967443974459
1687,NJ,Middlesex County ,318211,29698095,24936,1989830,20753,1502853,-4183,-0.013145365810735644
1688,NJ,Monmouth County ,247565,31446320,14462,1281890,13619,1388139,-843,-0.003405166319956375
1689,NJ,Morris County ,196004,30808198,14030,1765885,12821,1505246,-1209,-0.0061682414644599086
1690,NJ,Ocean County ,226861,16957981,11215,774957,12595,954469,1380,0.006083019999030243
1691,NJ,Passaic County ,195065,13456805,12342,820874,10214,621325,-2128,-0.010909184118114475
1692,NJ,Salem County ,23738,1654117,1453,76133,1428,74434,-25,-0.0010531637037661135
1693,NJ,Somerset County ,128933,19693532,11010,1307176,10272,960783,-738,-0.005723903112469267
1694,NJ,Sussex County ,56508,5352440,3779,288682,3685,249112,-94,-0.0016634812769873292
1695,NJ,Union County ,211779,21886409,15402,1186889,13672,1101577,-1730,-0.008168893044163964
1696,NJ,Warren County ,41840,3419739,2980,195712,3065,186551,85,0.0020315487571701723
1697,NM,Bernalillo County ,243953,15772033,14984,818514,14305,767058,-679,-0.002783323017138547
1698,NM,Catron County ,1073,42582,60,4109,72,3321,12,0.011183597390493943
1699,NM,Chaves County ,19472,993912,1173,58864,985,46883,-188,-0.009654889071487264
1700,NM,Cibola County ,7286,303704,476,16472,415,12781,-61,-0.00837222069722756
1701,NM,Colfax County ,4167,215435,315,12749,345,19155,30,0.007199424046076314
1702,NM,Curry County ,15162,732681,1969,94154,1631,65979,-338,-0.022292573539110936
1703,NM,De Baca County ,608,39500,29,1407,23,720,-6,-0.009868421052631578
1704,NM,Dona Ana County ,71909,3583296,4667,200932,4619,209097,-48,-0.0006675103255503484
1705,NM,Eddy County ,18166,1523348,1254,80993,1438,84245,184,0.010128812066497853
1706,NM,Grant County ,9581,463163,621,27811,615,30611,-6,-0.0006262394322095815
1707,NM,Guadalupe County ,1351,50824,59,2293,51,1201,-8,-0.005921539600296077
1708,NM,Harding County ,244,9468,-1,-1,-1,-1,0,0.0
1709,NM,Hidalgo County ,1411,57369,91,3414,71,3032,-20,-0.014174344436569808
1710,NM,Lea County ,20946,1333248,1221,66929,1332,59162,111,0.005299341162990547
1711,NM,Lincoln County ,6869,355920,590,28527,638,41803,48,0.006987916727325666
1712,NM,Los Alamos County ,7288,905640,658,64884,741,56301,83,0.011388583973655324
1713,NM,Luna County ,8077,289169,546,29646,449,14796,-97,-0.012009409434195865
1714,NM,McKinley County ,24005,907011,1826,63557,1305,41820,-521,-0.021703811705894607
1715,NM,Mora County ,1555,56658,84,2617,88,3086,4,0.002572347266881029
1716,NM,Otero County ,20042,936550,2222,98530,2390,104026,168,0.008382396966370621
1717,NM,Quay County ,2712,98358,175,7123,142,4377,-33,-0.012168141592920354
1718,NM,Rio Arriba County ,13065,608059,666,30024,664,27833,-2,-0.00015308075009567548
1719,NM,Roosevelt County ,5468,235593,678,23355,510,17951,-168,-0.030724213606437453
1720,NM,Sandoval County ,50083,3280355,4263,242060,5067,308967,804,0.01605335143661522
1721,NM,San Juan County ,38069,2160798,2700,143240,2064,86206,-636,-0.016706506606425177
1722,NM,San Miguel County ,8968,349539,565,21057,483,19052,-82,-0.009143621766280106
1723,NM,Santa Fe County ,60324,4759754,3946,285441,4508,369257,562,0.009316358331675618
1724,NM,Sierra County ,3758,130593,272,9866,318,11069,46,0.012240553485896753
1725,NM,Socorro County ,5161,222285,391,13632,301,11220,-90,-0.017438480914551444
1726,NM,Taos County ,12085,572438,702,35833,819,49448,117,0.009681423251965245
1727,NM,Torrance County ,4308,175313,338,12027,386,15951,48,0.011142061281337047
1728,NM,Union County ,1215,51922,102,3718,65,2467,-37,-0.030452674897119343
1729,NM,Valencia County ,23866,1194664,1478,64182,1706,71704,228,0.00955333947875639
1730,NY,Albany County ,120730,10474028,9564,655639,8341,539692,-1223,-0.010130042243021619
1731,NY,Allegany County ,15078,832155,847,37059,767,30238,-80,-0.005305743467303356
1732,NY,Bronx County ,516670,22250326,35641,1583505,24562,1036370,-11079,-0.021443087463951845
1733,NY,Broome County ,71905,4423529,3698,185997,2864,126101,-834,-0.01159863709060566
1734,NY,Cattaraugus County ,27586,1472647,1440,65141,1245,54659,-195,-0.00706880301602262
1735,NY,Cayuga County ,28577,1710778,1448,67590,1308,65910,-140,-0.0048990446862861746
1736,NY,Chautauqua County ,45935,2450941,1909,83373,1520,66570,-389,-0.008468488080983999
1737,NY,Chemung County ,31594,1944783,1718,94187,1536,72355,-182,-0.00576058745331392
1738,NY,Chenango County ,18334,978070,1060,46045,977,39675,-83,-0.0045271081051598125
1739,NY,Clinton County ,30466,1798988,1151,60913,1181,56075,30,0.0009847042604871003
1740,NY,Columbia County ,24120,1848313,1505,93368,1451,116061,-54,-0.002238805970149254
1741,NY,Cortland County ,16404,938314,1070,51745,990,41500,-80,-0.00487685930260912
1742,NY,Delaware County ,16024,856085,1050,50177,1039,54196,-11,-0.0006864702945581628
1743,NY,Dutchess County ,112776,9909451,6886,446557,6541,459102,-345,-0.003059161523728453
1744,NY,Erie County ,364968,26028580,12130,734638,10537,601288,-1593,-0.004364766226080095
1745,NY,Essex County ,14108,854320,983,66701,871,52631,-112,-0.00793875815140346
1746,NY,Franklin County ,16527,901287,769,38229,790,38483,21,0.0012706480304955528
1747,NY,Fulton County ,20212,1110852,1163,59949,1128,53877,-35,-0.0017316445675836136
1748,NY,Genesee County ,22732,1304346,1275,55213,1184,51783,-91,-0.0040031673411930315
1749,NY,Greene County ,17816,1119117,1172,57403,1251,77814,79,0.004434216434665469
1750,NY,Hamilton County ,2082,124074,122,5573,164,9967,42,0.020172910662824207
1751,NY,Herkimer County ,22753,1285154,1245,54306,1171,52984,-74,-0.003252318375598822
1752,NY,Jefferson County ,38043,2146427,5250,240411,4415,191937,-835,-0.0219488473569382
1753,NY,Kings County ,974546,66066153,74783,5113184,59854,4126461,-14929,-0.015318927993137317
1754,NY,Lewis County ,9613,513773,521,23084,420,19643,-101,-0.010506605638198272
1755,NY,Livingston County ,22556,1455307,1343,60798,1220,57833,-123,-0.005453094520305019
1756,NY,Madison County ,25081,1723072,1781,85074,1666,94848,-115,-0.004585144133009051
1757,NY,Monroe County ,295532,21980406,11719,805256,10183,571581,-1536,-0.005197406710610019
1758,NY,Montgomery County ,18255,980587,1180,49572,1059,41572,-121,-0.006628321007943029
1759,NY,Nassau County ,567572,75398637,29902,3266495,25896,2627221,-4006,-0.007058135355514366
1760,NY,New York County ,687496,179278891,78511,12473140,68408,8538560,-10103,-0.014695358227538778
1761,NY,Niagara County ,84316,5127095,3789,179228,3526,168956,-263,-0.0031192181792305137
1762,NY,Oneida County ,86373,5288593,3760,181015,3237,143976,-523,-0.006055132969793801
1763,NY,Onondaga County ,179844,13222164,8755,655834,7479,414774,-1276,-0.007095037921754409
1764,NY,Ontario County ,43465,3391169,2889,171878,2898,182461,9,0.00020706315426204992
1765,NY,Orange County ,142068,11521426,9433,591864,8678,553850,-755,-0.005314356505335473
1766,NY,Orleans County ,14812,777780,862,34168,772,30288,-90,-0.006076154469349176
1767,NY,Oswego County ,42650,2504298,2332,109022,2153,95828,-179,-0.004196951934349355
1768,NY,Otsego County ,21378,1282330,1423,70069,1378,70802,-45,-0.0021049677238282345
1769,NY,Putnam County ,38568,4145237,2927,237677,2785,226978,-142,-0.00368180875337067
1770,NY,Queens County ,929526,53963786,62452,3970563,46460,2597204,-15992,-0.017204467653406146
1771,NY,Rensselaer County ,62123,4349869,4860,256521,4713,224097,-147,-0.0023662733609130272
1772,NY,Richmond County ,182437,14852529,9912,733283,8544,461465,-1368,-0.007498478926972051
1773,NY,Rockland County ,116136,12211778,6313,558226,4748,350327,-1565,-0.013475580354067644
1774,NY,St. Lawrence County ,35640,2007254,1521,73068,1232,65221,-289,-0.008108866442199776
1775,NY,Saratoga County ,92707,10060047,6895,655521,7266,780689,371,0.004001855307581952
1776,NY,Schenectady County ,60995,4272889,4474,278693,4311,231817,-163,-0.002672350192638741
1777,NY,Schoharie County ,11265,659248,704,33958,664,32909,-40,-0.003550821127385708
1778,NY,Schuyler County ,6968,391515,480,19547,471,24885,-9,-0.0012916188289322618
1779,NY,Seneca County ,12290,684589,824,34756,754,33342,-70,-0.005695687550854353
1780,NY,Steuben County ,35641,2251443,1952,119238,1677,92282,-275,-0.007715832889088409
1781,NY,Suffolk County ,623979,64346617,25289,2263635,22078,2034318,-3211,-0.005146006516244938
1782,NY,Sullivan County ,26581,1614140,1780,96528,1905,100167,125,0.004702607125390316
1783,NY,Tioga County ,18684,1165723,1323,58973,1193,51452,-130,-0.006957824876900022
1784,NY,Tompkins County ,32333,2576912,3192,175074,2748,146518,-444,-0.013732100330931247
1785,NY,Ulster County ,69500,4862689,4017,235835,4105,270903,88,0.0012661870503597123
1786,NY,Warren County ,26650,1872000,1999,102448,1999,103801,0,0.0
1787,NY,Washington County ,22803,1241156,1521,63366,1551,61859,30,0.0013156163662675965
1788,NY,Wayne County ,35591,2143340,2165,102826,1935,98634,-230,-0.006462307886825321
1789,NY,Westchester County ,382489,68855408,22512,3075710,20738,2602490,-1774,-0.004638041878328527
1790,NY,Wyoming County ,14704,856465,848,35321,753,30817,-95,-0.006460826985854189
1791,NY,Yates County ,8914,504204,575,26243,493,25960,-82,-0.009199012788871438
1792,NC,Alamance County ,56556,3367906,3558,164456,4709,226472,1151,0.020351510007779898
1793,NC,Alexander County ,12181,655225,681,29725,844,39091,163,0.013381495772104096
1794,NC,Alleghany County ,3690,199759,185,9808,205,10505,20,0.005420054200542005
1795,NC,Anson County ,7592,313322,420,14456,381,13944,-39,-0.005136986301369863
1796,NC,Ashe County ,9059,459899,420,20217,589,31975,169,0.018655480737388232
1797,NC,Avery County ,5492,272973,416,23777,429,28065,13,0.0023670793882010197
1798,NC,Beaufort County ,16018,886734,935,40788,1057,61236,122,0.007616431514546136
1799,NC,Bertie County ,6102,303139,365,11693,303,9801,-62,-0.010160603080957063
1800,NC,Bladen County ,9544,435487,542,17993,557,18657,15,0.0015716680637049454
1801,NC,Brunswick County ,47066,3211054,3326,175906,6105,530642,2779,0.059044745676284364
1802,NC,Buncombe County ,98143,7003228,7851,408555,8837,566263,986,0.010046564706601592
1803,NC,Burke County ,29713,1523282,1772,71901,1920,83117,148,0.004980984754148016
1804,NC,Cabarrus County ,69266,5251563,6378,370437,8033,450293,1655,0.023893396471573354
1805,NC,Caldwell County ,26870,1369394,1521,60709,1617,74226,96,0.003572757722366952
1806,NC,Camden County ,3484,235011,305,16831,369,17993,64,0.018369690011481057
1807,NC,Carteret County ,24716,1612572,1900,92755,2224,159574,324,0.013108917300534068
1808,NC,Caswell County ,7252,354399,465,17775,519,19333,54,0.007446221731936017
1809,NC,Catawba County ,56589,3665813,3799,198895,4106,219069,307,0.005425082613228719
1810,NC,Chatham County ,26521,2565638,2051,146152,2801,289014,750,0.028279476641152296
1811,NC,Cherokee County ,9018,415273,580,25240,897,48265,317,0.03515191838545132
1812,NC,Chowan County ,4917,290296,335,16531,266,12002,-69,-0.014032946918852958
1813,NC,Clay County ,3591,185385,289,10913,366,19562,77,0.021442495126705652
1814,NC,Cleveland County ,32516,1711981,1876,72256,2059,81015,183,0.005627998523803666
1815,NC,Columbus County ,16214,732947,778,26442,766,26425,-12,-0.0007401011471567781
1816,NC,Craven County ,34604,2057062,3945,173227,3902,191891,-43,-0.0012426309097214195
1817,NC,Cumberland County ,102086,5273214,13926,621721,13809,544401,-117,-0.0011460925102364673
1818,NC,Currituck County ,9171,607091,838,43477,1028,63975,190,0.02071747900992258
1819,NC,Dare County ,15009,1028374,1144,54142,1312,96948,168,0.011193284029582251
1820,NC,Davidson County ,57675,3395591,3582,158850,4289,209422,707,0.012258344169917642
1821,NC,Davie County ,15019,1171960,1029,63571,1133,70038,104,0.0069245622211864975
1822,NC,Duplin County ,16414,740842,1069,38095,963,34907,-106,-0.006457901791153893
1823,NC,Durham County ,107662,8191636,12524,773489,13466,839397,942,0.008749605246047816
1824,NC,Edgecombe County ,16619,735148,1388,41270,1184,35183,-204,-0.012275106805463626
1825,NC,Forsyth County ,132514,10000050,9288,581552,9666,552456,378,0.0028525287894109303
1826,NC,Franklin County ,20816,1190082,1728,84668,2442,128762,714,0.03430053804765565
1827,NC,Gaston County ,74925,4594517,5235,248777,6309,306681,1074,0.014334334334334335
1828,NC,Gates County ,3629,197139,223,8388,224,8529,1,0.0002755580049600441
1829,NC,Graham County ,2681,120013,137,4699,120,5559,-17,-0.006340917568071615
1830,NC,Granville County ,19819,1191723,1468,71419,1702,88557,234,0.011806852010696806
1831,NC,Greene County ,5799,271333,400,13537,445,13864,45,0.007759958613554061
1832,NC,Guilford County ,183536,13364580,13363,725995,13828,744253,465,0.0025335628977421324
1833,NC,Halifax County ,16608,733281,1043,38148,854,31076,-189,-0.011380057803468208
1834,NC,Harnett County ,37386,2048732,4916,231513,5920,275460,1004,0.026854972449580055
1835,NC,Haywood County ,22190,1192514,1353,61229,1795,100207,442,0.019918882379450203
1836,NC,Henderson County ,42251,2644293,3156,169335,3845,239749,689,0.01630730633594471
1837,NC,Hertford County ,6505,300684,401,14117,337,11297,-64,-0.00983858570330515
1838,NC,Hoke County ,14378,675818,2287,101557,2567,103372,280,0.019474196689386564
1839,NC,Hyde County ,1565,71639,73,3114,80,3094,7,0.0044728434504792336
1840,NC,Iredell County ,61595,4958454,4559,310981,5640,414468,1081,0.017550125821901127
1841,NC,Jackson County ,12046,684304,1166,47866,1179,63487,13,0.001079196413747302
1842,NC,Johnston County ,63794,4123749,4835,247415,7050,381173,2215,0.0347211336489325
1843,NC,Jones County ,3213,145287,297,11463,287,10408,-10,-0.003112356053532524
1844,NC,Lee County ,20169,1149838,1747,77209,1943,105291,196,0.009717883881203827
1845,NC,Lenoir County ,18388,882752,1395,51823,1037,34998,-358,-0.019469219055906026
1846,NC,Lincoln County ,28565,2088459,2070,125002,2908,216957,838,0.029336600735165412
1847,NC,McDowell County ,14789,718159,684,29420,922,47640,238,0.01609304212590439
1848,NC,Macon County ,12404,711688,729,34349,1031,62540,302,0.02434698484359884
1849,NC,Madison County ,6968,347819,539,21670,598,28089,59,0.00846727898966705
1850,NC,Martin County ,7834,349547,396,12163,386,12209,-10,-0.0012764871074802144
1851,NC,Mecklenburg County ,375430,37313508,34327,2511245,36156,2658138,1829,0.004871747063367339
1852,NC,Mitchell County ,4889,234091,250,9825,307,11877,57,0.011658825935774187
1853,NC,Montgomery County ,8592,448856,535,23347,551,30290,16,0.00186219739292365
1854,NC,Moore County ,34245,2697934,2714,170905,3490,277716,776,0.022660242371149074
1855,NC,Nash County ,33289,1871583,2475,98260,2532,100477,57,0.001712277328847367
1856,NC,New Hanover County ,76363,6112267,7427,388000,7763,523026,336,0.004400036666972224
1857,NC,Northampton County ,6131,272670,392,11946,416,14457,24,0.00391453270265862
1858,NC,Onslow County ,54993,2720364,11873,493754,11183,472510,-690,-0.012547051442910916
1859,NC,Orange County ,45422,5221841,5952,410097,5894,433279,-58,-0.0012769142706177622
1860,NC,Pamlico County ,4261,252148,249,11295,380,24492,131,0.030743956817648438
1861,NC,Pasquotank County ,13342,691106,1203,52719,1245,52915,42,0.0031479538300104933
1862,NC,Pender County ,18454,1160332,1740,80447,2146,131305,406,0.022000650265525088
1863,NC,Perquimans County ,4484,260300,396,14481,414,20831,18,0.004014272970561998
1864,NC,Person County ,13654,734902,615,26023,752,36097,137,0.010033689761242127
1865,NC,Pitt County ,54100,3425159,4470,203954,4235,192331,-235,-0.004343807763401109
1866,NC,Polk County ,7081,465875,580,30245,641,45554,61,0.008614602457280044
1867,NC,Randolph County ,49144,2779124,2825,120648,2938,119207,113,0.002299365131043464
1868,NC,Richmond County ,14170,620608,702,25498,706,23275,4,0.0002822865208186309
1869,NC,Robeson County ,37255,1490227,1837,64452,1465,48079,-372,-0.009985236880955576
1870,NC,Rockingham County ,31670,1659816,1578,66782,1795,78803,217,0.006851910325228923
1871,NC,Rowan County ,48391,2658562,3208,134407,3473,155549,265,0.005476224917856627
1872,NC,Rutherford County ,20741,1031444,1034,43251,1268,65185,234,0.011282001832119956
1873,NC,Sampson County ,19828,957551,1111,36322,1087,36462,-24,-0.0012104095218882388
1874,NC,Scotland County ,10379,468621,694,25318,610,20733,-84,-0.008093265247133635
1875,NC,Stanly County ,20761,1191101,1030,43712,1336,61654,306,0.014739174413563894
1876,NC,Stokes County ,15719,853929,1020,40995,1069,46514,49,0.0031172466441885616
1877,NC,Surry County ,24058,1337036,1179,48310,1248,52969,69,0.0028680688336520078
1878,NC,Swain County ,6256,289141,392,13879,395,19431,3,0.00047953964194373403
1879,NC,Transylvania County ,11518,707799,820,44435,980,77582,160,0.013891300573016149
1880,NC,Tyrrell County ,1262,47867,74,2424,65,1728,-9,-0.0071315372424722665
1881,NC,Union County ,73743,7189462,5304,417851,6665,657435,1361,0.018455989043027813
1882,NC,Vance County ,14591,668400,892,31811,933,31676,41,0.0028099513398670414
1883,NC,Wake County ,379272,37937491,29853,2009623,33999,2380346,4146,0.010931468708473075
1884,NC,Warren County ,6036,253499,449,15913,455,21660,6,0.0009940357852882703
1885,NC,Washington County ,3980,177001,229,7289,170,5782,-59,-0.014824120603015075
1886,NC,Watauga County ,14529,978383,1620,71473,1580,94921,-40,-0.002753114460733705
1887,NC,Wayne County ,39408,2034701,3088,128665,2887,108677,-201,-0.005100487210718636
1888,NC,Wilkes County ,22264,1168714,902,38925,930,38543,28,0.0012576356449874237
1889,NC,Wilson County ,27433,1466500,1605,75464,1674,67198,69,0.00251521889694893
1890,NC,Yadkin County ,12900,719469,728,27682,745,27431,17,0.001317829457364341
1891,NC,Yancey County ,5968,291333,287,10895,424,21493,137,0.022955764075067026
1892,ND,Adams County ,952,53763,64,3626,-1,-1,-65,-0.06827731092436974
1893,ND,Barnes County ,4094,269819,262,12508,196,9173,-66,-0.01612115290669272
1894,ND,Benson County ,1912,94684,111,2637,71,2329,-40,-0.02092050209205021
1895,ND,Billings County ,366,32302,26,1697,-1,-1,-27,-0.07377049180327869
1896,ND,Bottineau County ,2559,168568,142,8993,96,5989,-46,-0.01797577178585385
1897,ND,Bowman County ,1194,92253,41,2063,31,1392,-10,-0.008375209380234505
1898,ND,Burke County ,896,68202,34,2121,27,1608,-7,-0.0078125
1899,ND,Burleigh County ,36303,3208311,2770,158312,2510,132546,-260,-0.00716194253918409
1900,ND,Cass County ,68076,5955097,5833,303838,5546,277537,-287,-0.004215876373464951
1901,ND,Cavalier County ,1576,113973,76,3449,38,2120,-38,-0.024111675126903553
1902,ND,Dickey County ,1913,106191,112,5299,90,4391,-22,-0.01150026136957658
1903,ND,Divide County ,908,61923,56,3263,24,1238,-32,-0.03524229074889868
1904,ND,Dunn County ,1502,135011,169,10549,190,10789,21,0.013981358189081226
1905,ND,Eddy County ,897,46247,51,2161,46,1671,-5,-0.005574136008918618
1906,ND,Emmons County ,1335,67843,57,2769,30,1557,-27,-0.020224719101123594
1907,ND,Foster County ,1305,101952,56,2295,52,2346,-4,-0.0030651340996168583
1908,ND,Golden Valley County ,641,42119,-1,-1,-1,-1,0,0.0
1909,ND,Grand Forks County ,24910,1894823,2719,137084,2181,99940,-538,-0.021597751906864714
1910,ND,Grant County ,914,45138,33,2028,22,961,-11,-0.012035010940919038
1911,ND,Griggs County ,932,59508,38,1837,27,980,-11,-0.011802575107296138
1912,ND,Hettinger County ,927,54090,39,2171,42,1822,3,0.003236245954692557
1913,ND,Kidder County ,934,48463,37,1891,47,2674,10,0.010706638115631691
1914,ND,LaMoure County ,1636,98228,77,3432,53,2604,-24,-0.014669926650366748
1915,ND,Logan County ,727,26314,36,1599,29,1415,-7,-0.009628610729023384
1916,ND,McHenry County ,2179,125427,125,6160,80,4406,-45,-0.02065167508031207
1917,ND,McIntosh County ,1081,48215,38,1781,29,1195,-9,-0.008325624421831638
1918,ND,McKenzie County ,3461,464151,575,46125,837,52025,262,0.07570066454781856
1919,ND,McLean County ,3746,263659,270,14733,211,13102,-59,-0.01575013347570742
1920,ND,Mercer County ,3216,269429,245,15576,174,12573,-71,-0.022077114427860697
1921,ND,Morton County ,11893,889238,1250,68255,1196,63410,-54,-0.0045404860001681665
1922,ND,Mountrail County ,3234,314003,400,25739,355,18537,-45,-0.013914656771799629
1923,ND,Nelson County ,1213,79363,52,1676,52,1861,0,0.0
1924,ND,Oliver County ,702,48879,42,2755,46,3076,4,0.005698005698005698
1925,ND,Pembina County ,2788,190407,177,10290,119,5723,-58,-0.02080344332855093
1926,ND,Pierce County ,1597,95390,60,3323,51,2647,-9,-0.005635566687539136
1927,ND,Ramsey County ,4493,293826,268,11580,266,10605,-2,-0.0004451368795904741
1928,ND,Ransom County ,2102,136821,101,4319,98,4848,-3,-0.0014272121788772598
