INTPTLAT,INTPTLNG,COUNTY NAME,USPS
40.156905,-90.613464,Schuyler County,IL
39.637002,-90.477771,Scott County,IL
39.384926,-88.798862,Shelby County,IL
41.096908,-89.797411,Stark County,IL
42.349726,-89.665994,Stephenson County,IL
40.508074,-89.51626,Tazewell County,IL
37.485652,-89.244639,Union County,IL
40.186754,-87.726778,Vermilion County,IL
38.445821,-87.839167,Wabash County,IL
40.850441,-90.620223,Warren County,IL
38.35314,-89.417187,Washington County,IL
38.431857,-88.43243,Wayne County,IL
38.087326,-88.178623,White County,IL
41.750673,-89.911005,Whiteside County,IL
41.448474,-87.978456,Will County,IL
37.730353,-88.930018,Williamson County,IL
42.337396,-89.161205,Winnebago County,IL
40.789787,-89.210587,Woodford County,IL
40.745733,-84.93613,Adams County,IN
41.091909,-85.071791,Allen County,IN
39.205843,-85.897999,Bartholomew County,IN
40.600939,-87.314786,Benton County,IN
40.472672,-85.32373,Blackford County,IN
40.050892,-86.469014,Boone County,IN
39.195113,-86.230121,Brown County,IN
40.58498,-86.565141,Carroll County,IN
40.753799,-86.355168,Cass County,IN
38.476217,-85.711122,Clark County,IN
39.393928,-87.115858,Clay County,IN
40.305944,-86.477567,Clinton County,IN
38.289433,-86.440871,Crawford County,IN
38.69609,-87.076943,Daviess County,IN
39.14832,-84.973498,Dearborn County,IN
39.30598,-85.499831,Decatur County,IN
41.401189,-85.000185,DeKalb County,IN
40.227543,-85.399262,Delaware County,IN
38.373344,-86.873385,Dubois County,IN
41.600693,-85.863986,Elkhart County,IN
39.639655,-85.185032,Fayette County,IN
38.318081,-85.911847,Floyd County,IN
40.121237,-87.234872,Fountain County,IN
39.409762,-85.066964,Franklin County,IN
41.050384,-86.265006,Fulton County,IN
38.317398,-87.580523,Gibson County,IN
40.515758,-85.654946,Grant County,IN
39.047147,-87.004771,Greene County,IN
40.053507,-86.021713,Hamilton County,IN
39.822529,-85.77315,Hancock County,IN
38.186454,-86.103766,Harrison County,IN
39.768963,-86.509908,Hendricks County,IN
39.929591,-85.397363,Henry County,IN
40.483537,-86.114118,Howard County,IN
40.826394,-85.478597,Huntington County,IN
38.911957,-86.042516,Jackson County,IN
41.017688,-87.118814,Jasper County,IN
40.434956,-85.002331,Jay County,IN
38.783604,-85.44009,Jefferson County,IN
38.996229,-85.628103,Jennings County,IN
39.496092,-86.094264,Johnson County,IN
38.688391,-87.420354,Knox County,IN
41.244293,-85.861575,Kosciusko County,IN
41.642462,-85.427845,LaGrange County,IN
41.472247,-87.374337,Lake County,IN
41.549013,-86.744739,LaPorte County,IN
38.839815,-86.48782,Lawrence County,IN
40.166203,-85.722454,Madison County,IN
39.782976,-86.135794,Marion County,IN
41.325003,-86.269036,Marshall County,IN
38.705322,-86.801847,Martin County,IN
40.772883,-86.044258,Miami County,IN
39.160729,-86.52331,Monroe County,IN
40.040296,-86.892715,Montgomery County,IN
39.482646,-86.447457,Morgan County,IN
40.962399,-87.402172,Newton County,IN
41.404679,-85.417271,Noble County,IN
38.940527,-84.964299,Ohio County,IN
38.547381,-86.489257,Orange County,IN
39.317339,-86.838845,Owen County,IN
39.77425,-87.19695,Parke County,IN
38.081436,-86.62654,Perry County,IN
38.397961,-87.232547,Pike County,IN
41.509914,-87.071313,Porter County,IN
38.027614,-87.868653,Posey County,IN
41.045272,-86.692538,Pulaski County,IN
39.665548,-86.853373,Putnam County,IN
40.164079,-85.00579,Randolph County,IN
39.100226,-85.260494,Ripley County,IN
39.622379,-85.466446,Rush County,IN
41.617723,-86.288048,St. Joseph County,IN
38.679431,-85.751898,Scott County,IN
39.524135,-85.792174,Shelby County,IN
38.009697,-87.010375,Spencer County,IN
41.284478,-86.644636,Starke County,IN
41.643467,-85.002405,Steuben County,IN
39.089225,-87.415843,Sullivan County,IN
38.825854,-85.029681,Switzerland County,IN
40.389133,-86.893554,Tippecanoe County,IN
40.310229,-86.056207,Tipton County,IN
39.623111,-84.925152,Union County,IN
38.02007,-87.586166,Vanderburgh County,IN
39.854045,-87.462071,Vermillion County,IN
39.429143,-87.390375,Vigo County,IN
40.843747,-85.795192,Wabash County,IN
40.352658,-87.375847,Warren County,IN
38.097728,-87.272049,Warrick County,IN
38.600613,-86.104751,Washington County,IN
39.863091,-85.006735,Wayne County,IN
40.735273,-85.212974,Wells County,IN
40.75095,-86.864293,White County,IN
41.136426,-85.501892,Whitley County,IN
41.328528,-94.478164,Adair County,IA
41.021656,-94.696906,Adams County,IA
43.274964,-91.382751,Allamakee County,IA
40.744296,-92.873061,Appanoose County,IA
41.679178,-94.904312,Audubon County,IA
42.092547,-92.05763,Benton County,IA
42.471132,-92.3076,Black Hawk County,IA
42.038642,-93.938358,Boone County,IA
42.780895,-92.327356,Bremer County,IA
42.470328,-91.838666,Buchanan County,IA
42.741522,-95.141432,Buena Vista County,IA
42.734757,-92.780153,Butler County,IA
42.38617,-94.643683,Calhoun County,IA
42.039492,-94.867647,Carroll County,IA
41.333824,-94.933302,Cass County,IA
41.77236,-91.132611,Cedar County,IA
43.074975,-93.250965,Cerro Gordo County,IA
42.742737,-95.633262,Cherokee County,IA
43.059741,-92.31721,Chickasaw County,IA
41.029191,-93.784096,Clarke County,IA
43.081224,-95.149875,Clay County,IA
42.840985,-91.323576,Clayton County,IA
41.898073,-90.534243,Clinton County,IA
42.043119,-95.38909,Crawford County,IA
41.68532,-94.040706,Dallas County,IA
40.748089,-92.410345,Davis County,IA
40.736379,-93.78458,Decatur County,IA
42.472937,-91.366767,Delaware County,IA
40.915339,-91.186925,Des Moines County,IA
43.389611,-95.196057,Dickinson County,IA
42.463481,-90.878771,Dubuque County,IA
43.377984,-94.66937,Emmet County,IA
42.864122,-91.840376,Fayette County,IA
43.052741,-92.787367,Floyd County,IA
42.736545,-93.271415,Franklin County,IA
40.74259,-95.599182,Fremont County,IA
42.042494,-94.388703,Greene County,IA
42.403339,-92.790244,Grundy County,IA
41.683573,-94.501272,Guthrie County,IA
42.390768,-93.709198,Hamilton County,IA
43.075411,-93.743697,Hancock County,IA
42.390208,-93.241669,Hardin County,IA
41.688584,-95.827149,Harrison County,IA
40.984802,-91.547259,Henry County,IA
43.365312,-92.321908,Howard County,IA
42.782221,-94.202775,Humboldt County,IA
42.39186,-95.507421,Ida County,IA
41.683918,-92.059123,Iowa County,IA
42.164226,-90.574582,Jackson County,IA
41.685551,-93.054147,Jasper County,IA
41.005888,-91.966634,Jefferson County,IA
41.670668,-91.590529,Johnson County,IA
42.125118,-91.116914,Jones County,IA
41.331182,-92.167721,Keokuk County,IA
43.212478,-94.213983,Kossuth County,IA
40.647588,-91.477157,Lee County,IA
42.077951,-91.597674,Linn County,IA
41.218211,-91.256994,Louisa County,IA
41.033344,-93.331467,Lucas County,IA
43.38358,-96.207201,Lyon County,IA
41.330622,-94.015184,Madison County,IA
41.330797,-92.636366,Mahaska County,IA
41.331455,-93.093849,Marion County,IA
42.041691,-92.981452,Marshall County,IA
41.033703,-95.619101,Mills County,IA
43.348564,-92.784466,Mitchell County,IA
42.049432,-95.956566,Monona County,IA
41.028847,-92.869642,Monroe County,IA
41.021735,-95.15779,Montgomery County,IA
41.483776,-91.118699,Muscatine County,IA
43.083746,-95.625624,O'Brien County,IA
43.378542,-95.633788,Osceola County,IA
40.73909,-95.14429,Page County,IA
43.075337,-94.669055,Palo Alto County,IA
42.737585,-96.215864,Plymouth County,IA
42.734033,-94.678279,Pocahontas County,IA
41.684816,-93.568971,Polk County,IA
41.340184,-95.544905,Pottawattamie County,IA
41.684526,-92.522882,Poweshiek County,IA
40.735334,-94.244251,Ringgold County,IA
42.387526,-95.105224,Sac County,IA
41.642079,-90.622289,Scott County,IA
41.679014,-95.308917,Shelby County,IA
43.082646,-96.17801,Sioux County,IA
42.037538,-93.466093,Story County,IA
42.074848,-92.529411,Tama County,IA
40.737949,-94.697108,Taylor County,IA
41.02855,-94.245091,Union County,IA
40.754117,-91.952943,Van Buren County,IA
41.031275,-92.409466,Wapello County,IA
41.332446,-93.568751,Warren County,IA
41.329401,-91.725052,Washington County,IA
40.739983,-93.332613,Wayne County,IA
42.433579,-94.175831,Webster County,IA
43.378124,-93.743488,Winnebago County,IA
43.292989,-91.850788,Winneshiek County,IA
42.39322,-96.053296,Woodbury County,IA
43.373491,-93.248533,Worth County,IA
42.733007,-93.734735,Wright County,IA
37.884228,-95.300945,Allen County,KS
38.215114,-95.292046,Anderson County,KS
39.532544,-95.313397,Atchison County,KS
37.222906,-98.685052,Barber County,KS
38.481239,-98.767837,Barton County,KS
37.8561,-94.850928,Bourbon County,KS
39.825931,-95.569905,Brown County,KS
37.773649,-96.83884,Butler County,KS
38.299475,-96.594029,Chase County,KS
37.154259,-96.245396,Chautauqua County,KS
37.169392,-94.845698,Cherokee County,KS
39.789917,-101.727325,Cheyenne County,KS
37.233831,-99.813869,Clark County,KS
39.344964,-97.168853,Clay County,KS
39.487329,-97.64139,Cloud County,KS
38.23645,-95.729137,Coffey County,KS
37.181442,-99.251293,Comanche County,KS
37.234507,-96.837247,Cowley County,KS
37.505821,-94.853897,Crawford County,KS
39.783542,-100.459708,Decatur County,KS
38.867735,-97.157943,Dickinson County,KS
39.788502,-95.147225,Doniphan County,KS
38.896417,-95.290947,Douglas County,KS
37.883595,-99.304746,Edwards County,KS
37.456026,-96.244642,Elk County,KS
38.914597,-99.317313,Ellis County,KS
38.700845,-98.205355,Ellsworth County,KS
38.049808,-100.739967,Finney County,KS
37.688416,-99.884748,Ford County,KS
38.558019,-95.278962,Franklin County,KS
39.002139,-96.7681,Geary County,KS
38.917239,-100.48736,Gove County,KS
39.354972,-99.879894,Graham County,KS
37.547537,-101.299362,Grant County,KS
37.744513,-100.451716,Gray County,KS
38.480404,-101.80597,Greeley County,KS
37.879347,-96.241732,Greenwood County,KS
37.995244,-101.793689,Hamilton County,KS
37.188184,-98.06659,Harper County,KS
38.050144,-97.436706,Harvey County,KS
37.554979,-100.879952,Haskell County,KS
38.087493,-99.898407,Hodgeman County,KS
39.411145,-95.794485,Jackson County,KS
39.239644,-95.375314,Jefferson County,KS
39.777002,-98.222618,Jewell County,KS
38.883907,-94.82233,Johnson County,KS
37.994461,-101.308136,Kearny County,KS
37.552951,-98.144529,Kingman County,KS
37.561231,-99.286539,Kiowa County,KS
37.191468,-95.297473,Labette County,KS
38.481286,-100.466185,Lane County,KS
39.189511,-95.038977,Leavenworth County,KS
39.04728,-98.214284,Lincoln County,KS
38.216549,-94.844932,Linn County,KS
38.91327,-101.157402,Logan County,KS
38.455403,-96.161641,Lyon County,KS
38.395812,-97.647489,McPherson County,KS
38.359647,-97.102771,Marion County,KS
39.782709,-96.521243,Marshall County,KS
37.243886,-100.360094,Meade County,KS
38.566772,-94.832963,Miami County,KS
39.393026,-98.207362,Mitchell County,KS
37.189537,-95.742403,Montgomery County,KS
38.688204,-96.651448,Morris County,KS
37.185249,-101.809516,Morton County,KS
39.791043,-96.005381,Nemaha County,KS
37.564283,-95.315682,Neosho County,KS
38.480437,-99.908745,Ness County,KS
39.783867,-99.899235,Norton County,KS
38.650215,-95.708255,Osage County,KS
39.348261,-98.767942,Osborne County,KS
39.137963,-97.654802,Ottawa County,KS
38.181477,-99.234772,Pawnee County,KS
39.784506,-99.34215,Phillips County,KS
39.382187,-96.337113,Pottawatomie County,KS
37.647594,-98.74012,Pratt County,KS
39.786198,-101.076738,Rawlins County,KS
37.948185,-98.078346,Reno County,KS
39.828906,-97.650883,Republic County,KS
38.347178,-98.201415,Rice County,KS
39.291211,-96.727489,Riley County,KS
39.346006,-99.324492,Rooks County,KS
38.523596,-99.309184,Rush County,KS
38.91604,-98.770949,Russell County,KS
38.791804,-97.651478,Saline County,KS
38.481877,-100.90636,Scott County,KS
37.681045,-97.461054,Sedgwick County,KS
37.18096,-100.855257,Seward County,KS
39.041805,-95.755664,Shawnee County,KS
39.350547,-100.441228,Sheridan County,KS
39.351352,-101.719859,Sherman County,KS
39.78466,-98.785429,Smith County,KS
38.03563,-98.719889,Stafford County,KS
37.565932,-101.789383,Stanton County,KS
37.2017,-101.317268,Stevens County,KS
37.236662,-97.493352,Sumner County,KS
39.357713,-101.083386,Thomas County,KS
38.921302,-99.865423,Trego County,KS
38.955154,-96.201262,Wabaunsee County,KS
38.926626,-101.771103,Wallace County,KS
39.776714,-97.095611,Washington County,KS
38.481922,-101.347434,Wichita County,KS
37.558515,-95.745175,Wilson County,KS
37.888193,-95.758469,Woodson County,KS
39.115384,-94.763087,Wyandotte County,KS
37.105559,-85.28138,Adair County,KY
36.75077,-86.192458,Allen County,KY
38.005396,-84.986417,Anderson County,KY
37.051323,-89.010367,Ballard County,KY
36.962805,-85.932108,Barren County,KY
38.152249,-83.737641,Bath County,KY
36.728928,-83.680718,Bell County,KY
38.9589,-84.736371,Boone County,KY
38.202562,-84.20986,Bourbon County,KY
38.360004,-82.681406,Boyd County,KY
37.618104,-84.868352,Boyle County,KY
38.680365,-84.115235,Bracken County,KY
37.517807,-83.317158,Breathitt County,KY
37.777988,-86.432919,Breckinridge County,KY
37.969945,-85.702636,Bullitt County,KY
37.207013,-86.682471,Butler County,KY
37.148642,-87.870509,Caldwell County,KY
36.620978,-88.274086,Calloway County,KY
38.946981,-84.379583,Campbell County,KY
36.85718,-88.976614,Carlisle County,KY
38.668394,-85.124024,Carroll County,KY
38.309549,-83.048796,Carter County,KY
37.321962,-84.92822,Casey County,KY
36.892059,-87.492986,Christian County,KY
37.970314,-84.145115,Clark County,KY
37.164273,-83.715473,Clay County,KY
36.727258,-85.136098,Clinton County,KY
37.358149,-88.10501,Crittenden County,KY
36.782372,-85.388484,Cumberland County,KY
37.731671,-87.087139,Daviess County,KY
37.227514,-86.218015,Edmonson County,KY
38.116883,-83.096116,Elliott County,KY
37.692449,-83.963983,Estill County,KY
38.040675,-84.458274,Fayette County,KY
38.367848,-83.699205,Fleming County,KY
37.552456,-82.739724,Floyd County,KY
38.234919,-84.868786,Franklin County,KY
36.552511,-89.187659,Fulton County,KY
38.760103,-84.862153,Gallatin County,KY
37.630162,-84.545856,Garrard County,KY
38.649167,-84.625924,Grant County,KY
36.723344,-88.649897,Graves County,KY
37.458577,-86.344011,Grayson County,KY
37.275382,-85.578483,Green County,KY
38.563562,-82.93382,Greenup County,KY
37.843325,-86.792761,Hancock County,KY
37.695836,-85.963183,Hardin County,KY
36.859223,-83.221497,Harlan County,KY
38.444578,-84.334131,Harrison County,KY
37.309097,-85.882123,Hart County,KY
37.792542,-87.572577,Henderson County,KY
38.451383,-85.119647,Henry County,KY
36.675896,-88.972084,Hickman County,KY
37.31107,-87.542196,Hopkins County,KY
37.403458,-84.020576,Jackson County,KY
38.189532,-85.657624,Jefferson County,KY
37.873291,-84.58396,Jessamine County,KY
37.847756,-82.830121,Johnson County,KY
38.930503,-84.533438,Kenton County,KY
37.354368,-82.952546,Knott County,KY
36.8885,-83.855551,Knox County,KY
37.544462,-85.696841,Larue County,KY
37.113268,-84.119395,Laurel County,KY
38.074453,-82.73829,Lawrence County,KY
37.608116,-83.719248,Lee County,KY
37.087846,-83.388617,Leslie County,KY
37.118536,-82.861251,Letcher County,KY
38.535047,-83.370143,Lewis County,KY
37.457174,-84.658335,Lincoln County,KY
37.209517,-88.363426,Livingston County,KY
36.859607,-86.881288,Logan County,KY
37.023976,-88.083391,Lyon County,KY
37.054111,-88.712454,McCracken County,KY
36.731136,-84.491052,McCreary County,KY
37.526707,-87.265597,McLean County,KY
37.725511,-84.278362,Madison County,KY
37.698983,-83.069721,Magoffin County,KY
37.552604,-85.268959,Marion County,KY
36.882017,-88.332752,Marshall County,KY
37.796774,-82.506623,Martin County,KY
38.594137,-83.828125,Mason County,KY
37.967476,-86.200863,Meade County,KY
37.935501,-83.589365,Menifee County,KY
37.812085,-84.879695,Mercer County,KY
36.99243,-85.633456,Metcalfe County,KY
36.714077,-85.713508,Monroe County,KY
38.038109,-83.912416,Montgomery County,KY
37.92294,-83.258944,Morgan County,KY
37.213816,-87.134092,Muhlenberg County,KY
37.80312,-85.465931,Nelson County,KY
38.338031,-84.026223,Nicholas County,KY
37.477859,-86.844871,Ohio County,KY
38.400127,-85.456152,Oldham County,KY
38.499395,-84.84159,Owen County,KY
37.423622,-83.691637,Owsley County,KY
38.696284,-84.351943,Pendleton County,KY
37.241282,-83.217772,Perry County,KY
37.486031,-82.410912,Pike County,KY
37.809907,-83.831354,Powell County,KY
37.107374,-84.576953,Pulaski County,KY
38.513473,-84.06423,Robertson County,KY
37.36105,-84.314368,Rockcastle County,KY
38.204266,-83.428079,Rowan County,KY
36.990587,-85.05495,Russell County,KY
38.28571,-84.57834,Scott County,KY
38.239011,-85.228247,Shelby County,KY
36.740937,-86.581793,Simpson County,KY
38.025411,-85.317174,Spencer County,KY
37.36621,-85.328059,Taylor County,KY
36.840338,-87.183642,Todd County,KY
36.807681,-87.858652,Trigg County,KY
38.62004,-85.351208,Trimble County,KY
37.658029,-87.95165,Union County,KY
36.995634,-86.423579,Warren County,KY
37.754209,-85.175416,Washington County,KY
36.800772,-84.82659,Wayne County,KY
37.51946,-87.68479,Webster County,KY
36.758024,-84.144648,Whitley County,KY
37.743893,-83.49511,Wolfe County,KY
38.043103,-84.748855,Woodford County,KY
30.291497,-92.411037,Acadia Parish,LA
30.652744,-92.819605,Allen Parish,LA
30.206444,-90.912502,Ascension Parish,LA
29.898853,-91.052465,Assumption Parish,LA
31.088503,-91.983275,Avoyelles Parish,LA
30.645018,-93.340253,Beauregard Parish,LA
32.340952,-93.041151,Bienville Parish,LA
32.698481,-93.626561,Bossier Parish,LA
32.577195,-93.882423,Caddo Parish,LA
30.229559,-93.358015,Calcasieu Parish,LA
32.101219,-92.114231,Caldwell Parish,LA
29.871812,-93.164948,Cameron Parish,LA
31.666517,-91.846703,Catahoula Parish,LA
32.82716,-92.989728,Claiborne Parish,LA
31.469805,-91.626315,Concordia Parish,LA
32.059248,-93.740797,De Soto Parish,LA
30.54393,-91.093131,East Baton Rouge Parish,LA
32.73017,-91.234141,East Carroll Parish,LA
30.839784,-91.043434,East Feliciana Parish,LA
30.720693,-92.404086,Evangeline Parish,LA
32.139076,-91.672371,Franklin Parish,LA
31.597787,-92.561716,Grant Parish,LA
30.007127,-91.976784,Iberia Parish,LA
30.270628,-91.365848,Iberville Parish,LA
32.30429,-92.5617,Jackson Parish,LA
29.522281,-90.081001,Jefferson Parish,LA
30.269529,-92.816221,Jefferson Davis Parish,LA
30.206507,-92.06417,Lafayette Parish,LA
29.491992,-90.394849,Lafourche Parish,LA
31.680083,-92.161596,LaSalle Parish,LA
32.601823,-92.662303,Lincoln Parish,LA
30.440419,-90.727474,Livingston Parish,LA
32.346878,-91.231932,Madison Parish,LA
32.820008,-91.800399,Morehouse Parish,LA
31.732551,-93.082611,Natchitoches Parish,LA
30.05342,-89.934502,Orleans Parish,LA
32.480932,-92.151581,Ouachita Parish,LA
29.282447,-89.576068,Plaquemines Parish,LA
30.708319,-91.604621,Pointe Coupee Parish,LA
31.193204,-92.535953,Rapides Parish,LA
32.101213,-93.34905,Red River Parish,LA
32.413158,-91.748353,Richland Parish,LA
31.560402,-93.559579,Sabine Parish,LA
29.91811,-89.263494,St. Bernard Parish,LA
29.905722,-90.357855,St. Charles Parish,LA
30.822539,-90.708307,St. Helena Parish,LA
30.024777,-90.793956,St. James Parish,LA
30.144068,-90.49096,St. John the Baptist Parish,LA
30.583441,-91.989274,St. Landry Parish,LA
30.121433,-91.611481,St. Martin Parish,LA
29.629349,-91.463804,St. Mary Parish,LA
30.410022,-89.951962,St. Tammany Parish,LA
30.621531,-90.40663,Tangipahoa Parish,LA
32.001489,-91.342576,Tensas Parish,LA
29.33413,-90.843674,Terrebonne Parish,LA
32.829349,-92.37565,Union Parish,LA
29.789722,-92.291568,Vermilion Parish,LA
31.110563,-93.18152,Vernon Parish,LA
30.852144,-90.046253,Washington Parish,LA
32.732152,-93.339825,Webster Parish,LA
30.464052,-91.309808,West Baton Rouge Parish,LA
32.79248,-91.451998,West Carroll Parish,LA
30.872701,-91.421008,West Feliciana Parish,LA
31.941187,-92.641269,Winn Parish,LA
44.167681,-70.207435,Androscoggin County,ME
46.709193,-68.612409,Aroostook County,ME
43.808348,-70.330375,Cumberland County,ME
44.976724,-70.414935,Franklin County,ME
44.564906,-68.370703,Hancock County,ME
44.417012,-69.765764,Kennebec County,ME
44.042045,-69.038514,Knox County,ME
43.994781,-69.513624,Lincoln County,ME
44.4945,-70.734421,Oxford County,ME
45.409284,-68.666616,Penobscot County,ME
45.915639,-69.102231,Piscataquis County,ME
43.916845,-69.844227,Sagadahoc County,ME
45.503646,-69.95611,Somerset County,ME
44.505834,-69.138952,Waldo County,ME
44.967009,-67.609354,Washington County,ME
43.426019,-70.668425,York County,ME
39.612313,-78.703104,Allegany County,MD
38.991617,-76.560894,Anne Arundel County,MD
39.443167,-76.616569,Baltimore County,MD
38.522719,-76.529762,Calvert County,MD
38.871531,-75.831662,Caroline County,MD
39.563331,-77.015328,Carroll County,MD
39.562354,-75.941585,Cecil County,MD
38.472853,-77.015427,Charles County,MD
38.429196,-76.047433,Dorchester County,MD
39.470214,-77.397628,Frederick County,MD
39.547299,-79.274619,Garrett County,MD
39.537429,-76.299789,Harford County,MD
39.252264,-76.924406,Howard County,MD
39.241279,-76.125987,Kent County,MD
39.137381,-77.203063,Montgomery County,MD
38.829288,-76.84818,Prince George's County,MD
39.040693,-76.082405,Queen Anne's County,MD
38.220289,-76.530384,St. Mary's County,MD
38.07445,-75.853323,Somerset County,MD
38.748349,-76.178476,Talbot County,MD
39.603621,-77.814671,Washington County,MD
38.36737,-75.632083,Wicomico County,MD
38.222133,-75.309931,Worcester County,MD
39.300032,-76.610476,Baltimore City,MD
41.799014,-70.21188,Barnstable County,MA
42.371493,-73.217928,Berkshire County,MA
41.748588,-71.088894,Bristol County,MA
41.38097,-70.701499,Dukes County,MA
42.642708,-70.864909,Essex County,MA
42.584504,-72.591792,Franklin County,MA
42.136198,-72.635648,Hampden County,MA
42.339459,-72.663694,Hampshire County,MA
42.481718,-71.394916,Middlesex County,MA
41.305878,-70.14191,Nantucket County,MA
42.171739,-71.181111,Norfolk County,MA
41.987196,-70.741942,Plymouth County,MA
42.338551,-71.018253,Suffolk County,MA
42.311693,-71.940282,Worcester County,MA
44.682535,-82.834078,Alcona County,MI
47.080077,-86.564108,Alger County,MI
42.595787,-86.634745,Allegan County,MI
44.894954,-83.426574,Alpena County,MI
45.005455,-85.175639,Antrim County,MI
44.036833,-83.740675,Arenac County,MI
46.695859,-88.36181,Baraga County,MI
42.582811,-85.31455,Barry County,MI
43.699711,-83.978701,Bay County,MI
44.648621,-86.494326,Benzie County,MI
41.791382,-86.742543,Berrien County,MI
41.918455,-85.066885,Branch County,MI
42.24299,-85.012385,Calhoun County,MI
41.917243,-86.000142,Cass County,MI
45.513164,-85.450392,Charlevoix County,MI
45.476022,-84.495431,Cheboygan County,MI
46.321819,-84.52063,Chippewa County,MI
43.991137,-84.838325,Clare County,MI
42.950455,-84.591695,Clinton County,MI
44.680175,-84.611343,Crawford County,MI
45.805229,-86.901938,Delta County,MI
46.012825,-87.866123,Dickinson County,MI
42.58953,-84.84645,Eaton County,MI
45.590094,-84.986822,Emmet County,MI
43.021077,-83.706372,Genesee County,MI
43.98975,-84.389816,Gladwin County,MI
46.461513,-89.806863,Gogebic County,MI
44.718688,-85.553848,Grand Traverse County,MI
43.292326,-84.60469,Gratiot County,MI
41.927461,-84.637479,Hillsdale County,MI
46.998427,-88.651903,Houghton County,MI
43.907616,-82.857045,Huron County,MI
42.603534,-84.373811,Ingham County,MI
42.94465,-85.073766,Ionia County,MI
44.329482,-82.849444,Iosco County,MI
46.170254,-88.540526,Iron County,MI
43.645233,-84.839424,Isabella County,MI
42.248474,-84.420868,Jackson County,MI
42.246266,-85.532854,Kalamazoo County,MI
44.678881,-85.088992,Kalkaska County,MI
43.032497,-85.547446,Kent County,MI
47.681974,-88.148797,Keweenaw County,MI
43.995187,-85.8114,Lake County,MI
43.088633,-83.224325,Lapeer County,MI
45.146182,-86.051574,Leelanau County,MI
41.896022,-84.074356,Lenawee County,MI
42.602532,-83.911718,Livingston County,MI
46.940602,-85.582368,Luce County,MI
46.167868,-85.303762,Mackinac County,MI
42.671553,-82.911456,Macomb County,MI
44.350386,-86.602967,Manistee County,MI
46.656596,-87.584028,Marquette County,MI
43.996636,-86.750814,Mason County,MI
43.635295,-85.332751,Mecosta County,MI
45.536207,-87.501811,Menominee County,MI
43.648203,-84.379414,Midland County,MI
44.325424,-85.085471,Missaukee County,MI
41.916097,-83.487106,Monroe County,MI
43.312782,-85.149468,Montcalm County,MI
45.024134,-84.130107,Montmorency County,MI
43.289258,-86.751892,Muskegon County,MI
43.562712,-85.791372,Newaygo County,MI
42.660452,-83.38421,Oakland County,MI
43.647255,-86.807575,Oceana County,MI
44.33328,-84.128073,Ogemaw County,MI
47.216602,-89.500463,Ontonagon County,MI
43.997552,-85.322283,Osceola County,MI
44.687257,-84.126905,Oscoda County,MI
45.021787,-84.576603,Otsego County,MI
42.942461,-86.654946,Ottawa County,MI
45.489515,-83.384019,Presque Isle County,MI
44.339517,-84.611271,Roscommon County,MI
43.328267,-84.05541,Saginaw County,MI
42.928803,-82.668913,St. Clair County,MI
41.911488,-85.52287,St. Joseph County,MI
43.449155,-82.642815,Sanilac County,MI
46.021122,-86.197029,Schoolcraft County,MI
42.951545,-84.146352,Shiawassee County,MI
43.487902,-83.436618,Tuscola County,MI
42.28215,-86.306076,Van Buren County,MI
42.252217,-83.843423,Washtenaw County,MI
42.284664,-83.261953,Wayne County,MI
44.331375,-85.570046,Wexford County,MI
46.602446,-93.41976,Aitkin County,MN
45.27411,-93.242723,Anoka County,MN
46.937629,-95.741757,Becker County,MN
47.879508,-95.00505,Beltrami County,MN
45.701225,-94.00144,Benton County,MN
45.419925,-96.402226,Big Stone County,MN
44.03371,-94.064012,Blue Earth County,MN
44.246541,-94.733647,Brown County,MN
46.603818,-92.671044,Carlton County,MN
44.82132,-93.800091,Carver County,MN
46.951745,-94.333705,Cass County,MN
45.028625,-95.564108,Chippewa County,MN
45.505444,-92.903849,Chisago County,MN
46.898377,-96.494901,Clay County,MN
47.575873,-95.371117,Clearwater County,MN
47.538569,-90.290189,Cook County,MN
44.010639,-95.183152,Cottonwood County,MN
46.491653,-94.070718,Crow Wing County,MN
44.670893,-93.062481,Dakota County,MN
44.020706,-92.869353,Dodge County,MN
45.936829,-95.462156,Douglas County,MN
43.676522,-93.947234,Faribault County,MN
43.679187,-92.093937,Fillmore County,MN
43.674202,-93.350289,Freeborn County,MN
44.406178,-92.716,Goodhue County,MN
45.930743,-96.010699,Grant County,MN
45.006121,-93.475228,Hennepin County,MN
43.66699,-91.501556,Houston County,MN
47.095551,-94.91329,Hubbard County,MN
45.562431,-93.296339,Isanti County,MN
47.490817,-93.611102,Itasca County,MN
43.671111,-95.149731,Jackson County,MN
45.94776,-93.297788,Kanabec County,MN
45.152714,-95.004981,Kandiyohi County,MN
48.77604,-96.780349,Kittson County,MN
48.245374,-93.782896,Koochiching County,MN
44.999856,-96.176836,Lac qui Parle County,MN
47.517111,-91.411704,Lake County,MN
48.7681,-94.904633,Lake of the Woods County,MN
44.373424,-93.730143,Le Sueur County,MN
44.408238,-96.272032,Lincoln County,MN
44.409195,-95.847268,Lyon County,MN
44.821657,-94.272323,McLeod County,MN
47.328387,-95.811089,Mahnomen County,MN
48.362728,-96.357761,Marshall County,MN
43.677118,-94.537252,Martin County,MN
45.123155,-94.527346,Meeker County,MN
45.929043,-93.632996,Mille Lacs County,MN
46.020484,-94.266619,Morrison County,MN
43.666249,-92.759514,Mower County,MN
44.015594,-95.761581,Murray County,MN
